Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Used_car_price,Brand,Model,Original_cost,Car_age
Kochi,75445,Diesel,Manual,First,22.7,1498,89.84,5,7.54,ford,ecosport,12.10909091,6
Kochi,46601,Petrol,Manual,First,20.73,1373,91.1,5,6.84,maruti,ciaz,11.04333333,8
Kolkata,72000,Diesel,Automatic,First,18.33,1968,167.7,5,6,volkswagen,passat,11.44720833,11
Pune,27000,Diesel,Manual,First,27.3,1498,98.6,5,8,honda,jazz,9.431666667,6
Coimbatore,68193,Diesel,Automatic,First,17.11,1968,174.33,5,24.74,audi,a4,51.385,7
Kochi,34429,Diesel,Manual,First,24,1120,70,5,5.5,hyundai,grand,7.2952,6
Delhi,46000,Diesel,Automatic,First,12,2987,224,7,36,mercedes-benz,gl-class,63.09554084,10
Coimbatore,80544,Diesel,Manual,First,12.99,2494,100.6,7,11.79,toyota,innova,23.61366667,10
Jaipur,42000,Petrol,Manual,Second,16.95,1498,97.7,5,3,nissan,sunny,11.33,12
Bangalore,94821,Diesel,Automatic,Second,20,1968,138.1,5,6.75,skoda,laura,25.2041791,12
Mumbai,57000,Diesel,Manual,First,24.2,1498,98.6,7,5.75,honda,mobilio,11.79582001,9
Hyderabad,79894,Diesel,Manual,First,21.1,1248,73.9,5,3.4,maruti,ritz,7.55626867,13
Coimbatore,44748,Petrol,Manual,Second,16.47,1198,73.9,5,4.89,volkswagen,polo,9.71375,12
Mumbai,31000,Petrol,Manual,First,13.24,1598,102.5,5,4.95,nissan,terrano,15.855,10
Coimbatore,60587,Petrol,Automatic,Second,16.98,998,66.1,5,3.49,maruti,a-star,7.55626867,10
Pune,32000,Diesel,Manual,First,23.59,1364,130.0291489,5,3.85,toyota,etios,7.432,12
Pune,43772,Petrol,Manual,First,17,1497,118,5,6.35,honda,city,14.63571429,9
Coimbatore,23576,Petrol,Automatic,First,18.9,1197,82,5,7.08,hyundai,grand,7.2952,6
Hyderabad,4000,Diesel,Automatic,First,13.6,1999,177,5,38,jaguar,xe,53.41,6
Kolkata,62000,Diesel,Manual,First,12.05,2179,120,8,6.25,mahindra,scorpio,15.5675283,11
Mumbai,36000,Petrol,Automatic,First,11.74,1796,186,5,10.15,mercedes-benz,new,49.49,12
Delhi,80000,Petrol,Automatic,First,13.7,1798,157.75,5,10.75,skoda,superb,34.36333333,9
Delhi,61001,Diesel,Manual,First,12.05,2179,120,8,4.75,mahindra,scorpio,15.5675283,13
Coimbatore,52191,Petrol,Manual,First,17.1,1591,121.3,5,7.78,hyundai,verna,14.254,8
Hyderabad,77076,Diesel,Manual,First,23,1396,90,5,6.75,hyundai,i20,9.74,7
Hyderabad,56000,Petrol,Automatic,First,16.4,1497,78,5,2.99,honda,city,14.63571429,15
Kolkata,21000,Petrol,Manual,First,20.36,1197,78.9,5,2.35,hyundai,i10,11.28145047,10
Delhi,89429,Diesel,Manual,First,25.8,1498,98.6,5,3.65,honda,amaze,8.662857143,10
Delhi,45631,Petrol,Manual,Second,22.5,998,67.04,5,2.74,maruti,wagon,4.59,11
Jaipur,53959,Petrol,Manual,First,19.4,1198,86.8,5,3.5,honda,brio,6.8825,10
Kochi,55804,Petrol,Manual,First,17,1197,80,5,4.76,hyundai,i20,9.74,9
Kochi,25899,Petrol,Manual,First,15.04,1598,103.2,5,6.2,volkswagen,vento,13.81375,7
Pune,82000,Diesel,Manual,Second,18.7,1896,66,5,2.35,skoda,octavia,28.37,15
Mumbai,52000,Diesel,Automatic,First,13,2143,204,5,24.5,mercedes-benz,e-class,82.61833333,9
Pune,20000,Petrol,Manual,First,13.24,1598,102.57,5,6,renault,duster,13.87,10
Hyderabad,31829,Petrol,Manual,First,21.1,814,55.2,5,3.65,hyundai,eon,11.28145047,6
Coimbatore,18094,Petrol,Manual,Second,18.6,1197,85.8,5,6.26,maruti,swift,7.56375,7
Jaipur,80000,Diesel,Manual,Second,19.5,1461,87.94862745,5,2.1,nissan,micra,8.59,12
Mumbai,11964,Diesel,Automatic,First,13.22,2967,241.4,5,32.95,audi,q5,63.78077684,8
Coimbatore,22684,Petrol,Manual,First,18.6,1197,81.83,5,7.8,hyundai,i20,9.74,5
Bangalore,43521,Petrol,Manual,First,19.4,1198,86.8,5,4.25,honda,brio,6.8825,9
Kochi,49386,Petrol,Manual,First,17.5,1298,85.8,5,4.86,maruti,swift,7.56375,9
Delhi,12248,Petrol,Manual,First,18.9,1197,81.86,5,4.9,hyundai,grand,6.54,6
Coimbatore,67771,Diesel,Manual,First,11.68,2498,112,8,7.06,mahindra,xylo,11.674,9
Delhi,60007,Petrol,Automatic,First,17.21,1798,189,4,4.5,volkswagen,polo,9.71375,8
Coimbatore,48624,Petrol,Manual,First,24.07,998,67.1,5,3.22,maruti,alto,4.7,12
Kolkata,30000,Diesel,Manual,First,22.07,1199,73.9,5,3.25,volkswagen,polo,9.71375,9
Delhi,81605,Petrol,Manual,First,18.9,1197,82,5,4.53,hyundai,grand,7.2952,7
Coimbatore,32642,Diesel,Automatic,First,14.84,2143,170,5,34.78,mercedes-benz,new,49.49,6
Pune,34200,Petrol,Automatic,First,15.74,1591,121.3,5,6.5,hyundai,verna,14.254,9
Chennai,72204,Petrol,Manual,First,15.7,1172,67,5,2.25,fiat,punto,9.5,13
Pune,156347,Diesel,Manual,Second,12.99,2494,100,8,8,toyota,innova,23.61366667,12
Kochi,47357,Diesel,Automatic,First,18.49,1493,100,7,8.37,mahindra,tuv,15.5675283,6
Coimbatore,61738,Diesel,Manual,First,20.14,1498,88.8,5,5.39,volkswagen,polo,9.71375,8
Kochi,32586,Diesel,Automatic,First,22.48,1995,190,5,37.3,bmw,5,67.87,5
Coimbatore,40129,Diesel,Automatic,First,11.57,2987,254.79,5,70.8,mercedes-benz,gle,95.13,5
Mumbai,51000,Diesel,Automatic,First,11.74,2987,254.8,5,22.25,mercedes-benz,m-class,63.09554084,11
Kochi,10393,Petrol,Manual,First,18.9,1197,81.86,5,6.03,hyundai,grand,6.62,5
Mumbai,46000,Petrol,Automatic,First,13.7,1798,157.75,5,4.9,skoda,superb,34.36333333,12
Chennai,21000,Petrol,Automatic,First,16.95,1197,78.9,5,3.96,hyundai,i10,11.28145047,10
Hyderabad,113562,Diesel,Manual,First,23,1396,90,5,4.6,hyundai,i20,9.74,12
Mumbai,100010,Diesel,Manual,Second,12.05,2179,120,8,5.5,mahindra,scorpio,15.5675283,12
Mumbai,63107,Petrol,Manual,First,19.4,1198,86.8,5,3.25,honda,brio,6.8825,10
Jaipur,58500,Petrol,Manual,First,18.6,1197,81.83,5,6.25,hyundai,i20,9.74,6
Pune,90000,Diesel,Manual,Fourth & Above,10.9,2499,143,7,3,ford,endeavour,35.29,16
Chennai,108242,Diesel,Manual,First,16.8,1493,110,5,4.25,hyundai,verna,14.254,12
Pune,146300,Diesel,Manual,First,11.5,2982,171,7,12.25,toyota,fortuner,36.548,12
Pune,62943,Diesel,Automatic,Second,17.05,1995,184,5,10.95,bmw,x1,49.296,12
Delhi,65000,Diesel,Automatic,First,12.55,2982,168.5,7,16.5,toyota,fortuner,36.548,10
Pune,1700,Petrol,Automatic,First,19,1199,88.76,5,7.8,honda,amaze,9.44,5
Kochi,34697,Petrol,Manual,First,19.81,1086,68.05,5,3.7,hyundai,i10,11.28145047,10
Hyderabad,58000,Petrol,Manual,First,17,1197,80,5,4,hyundai,i20,9.74,11
Mumbai,32500,Diesel,Automatic,First,19.59,1995,187.74,5,26.75,bmw,3,52.113125,8
Coimbatore,58661,Diesel,Automatic,First,15.17,1968,181,5,28.03,audi,q3,48.64,7
Kochi,37124,Petrol,Manual,First,20.4,1197,81.8,5,5.44,maruti,swift,7.56375,6
Delhi,44000,Petrol,Automatic,First,21.4,1197,83.1,5,6.2,maruti,baleno,8.886666667,6
Kolkata,45200,Petrol,Manual,First,13.2,1495,94,5,0.9,hyundai,accent,11.28145047,18
Mumbai,11000,Petrol,Manual,First,18.5,1197,85.8,5,3.95,maruti,ritz,7.55626867,7
Pune,65000,Petrol,Manual,Second,26,624,35,4,0.44,tata,nano,10.75306548,12
Ahmedabad,55005,Diesel,Manual,First,20,1399,68,5,2.75,ford,figo,7.65,11
Hyderabad,81650,Diesel,Automatic,First,18.33,1968,167.7,5,7.5,volkswagen,passat,11.44720833,12
Chennai,160000,Diesel,Manual,Second,19,1248,93,5,2.5,fiat,linea,9.5,13
Hyderabad,169000,Diesel,Manual,First,14.95,2489,93.7,7,5,mahindra,xylo,11.69,8
Hyderabad,67263,Petrol,Manual,First,18.9,998,67.1,5,3.6,maruti,wagon,5.39,10
Kochi,44223,Petrol,Manual,First,17.6,1496,88.7,5,3.99,toyota,etios,7.432,11
Coimbatore,36840,Petrol,Manual,First,18.9,1197,82,5,5.64,hyundai,grand,7.2952,8
Pune,160000,Diesel,Manual,First,12.99,2494,100,8,12,toyota,innova,23.61366667,9
Kolkata,133000,Diesel,Manual,First,16.8,1405,62,5,0.7,tata,indica,10.75306548,15
Mumbai,69123,Diesel,Automatic,First,18.88,1995,184,5,19,bmw,3,52.113125,8
Delhi,38000,Diesel,Automatic,First,10.91,3198,197,7,30.48,ford,endeavour,35.29,6
Mumbai,5500,Petrol,Manual,First,21.56,1462,103.25,5,8.2,maruti,ciaz,11.11,6
Kolkata,1001,Diesel,Manual,First,25.83,1498,99,5,7.55,ford,figo,7.65,8
Delhi,78256,Petrol,Automatic,First,16.8,1497,118,5,4.15,honda,city,14.63571429,12
Chennai,90000,Petrol,Manual,First,16.95,1498,97.6,5,6.2,nissan,sunny,11.33,7
Kolkata,18000,Petrol,Manual,First,19.1,1197,85.8,5,4.4,maruti,swift,7.56375,7
Kolkata,60000,Diesel,Manual,First,20,1399,68,5,2.1,ford,figo,7.65,11
Jaipur,130000,Diesel,Manual,First,20.3,1248,75,5,2.2,fiat,grande,9.5,12
Coimbatore,32851,Petrol,Manual,First,18.6,1197,81.86,5,8.34,hyundai,elite,9.78,5
Kolkata,32000,Diesel,Manual,First,23.4,1248,74,5,4.35,maruti,swift,7.56375,9
Hyderabad,62700,Diesel,Manual,First,22.7,1498,89.84,5,6.8,ford,ecosport,12.10909091,9
Jaipur,71000,Diesel,Manual,First,19.3,1248,73.9,5,3.3,maruti,swift,7.56375,13
Kochi,19947,Petrol,Manual,First,18.9,1197,82,5,5.04,hyundai,grand,7.2952,7
Hyderabad,91000,Diesel,Automatic,First,11.4,2953,153.86,7,9.2,ford,endeavour,35.29,11
Hyderabad,74000,Diesel,Manual,First,22.07,1199,73.9,5,5.7,volkswagen,polo,9.71375,9
Kochi,55594,Diesel,Manual,First,18.49,1493,100,7,8.48,mahindra,tuv,15.5675283,5
Hyderabad,58000,Diesel,Automatic,First,11.2,2993,306,4,48,bmw,x6,63.44220807,10
Hyderabad,110224,Diesel,Manual,First,19.01,1461,108.45,5,6.1,renault,duster,13.87,11
Ahmedabad,21002,Petrol,Manual,First,22.5,998,67.04,5,2.75,maruti,wagon,4.74,13
Pune,121000,Diesel,Manual,First,24.52,1248,88.5,7,8,maruti,ertiga,11.61857143,6
Jaipur,73513,Petrol,Manual,First,19.7,796,46.3,5,1.85,maruti,alto,4.53,13
Jaipur,34000,Petrol,Automatic,First,20.51,998,67,5,3.85,maruti,wagon,5.39,8
Coimbatore,28371,Petrol,Manual,First,15.1,1196,73,7,4.74,maruti,eeco,4.98,6
Kochi,74755,Diesel,Manual,First,19.6,1461,108.45,5,5.63,renault,duster,13.87,10
Kochi,25805,Petrol,Manual,First,18.2,1061,64,5,2.62,maruti,zen,7.55626867,12
Kochi,82603,Petrol,Manual,First,13.06,1598,102.53,5,4.9,renault,duster,13.87,8
Chennai,110000,Petrol,Manual,First,13.5,1799,130,5,2.65,honda,civic,11.79582001,17
Delhi,88000,Diesel,Manual,First,16,2179,140,7,5.99,mahindra,xuv500,18.865,11
Chennai,110000,Diesel,Manual,Second,21,1461,64.1,5,2.4,mahindra,verito,9.19,12
Delhi,15000,Petrol,Manual,First,21.7,999,67,5,4.25,renault,kwid,4.98,6
Mumbai,70000,Diesel,Automatic,First,15.15,2967,240,5,40,porsche,cayenne,136,10
Pune,150000,Diesel,Manual,Second,28.4,1248,74,5,2.7,maruti,swift,7.56375,15
Hyderabad,19000,Petrol,Manual,First,20.63,1198,67,5,2.99,datsun,go,6.45,7
Chennai,37442,Petrol,Manual,First,18.5,1197,80,5,3.4,hyundai,i20,9.74,12
Coimbatore,63111,Diesel,Automatic,Second,18.12,1995,190,5,30.8,bmw,5,67.24571429,7
Mumbai,88000,Diesel,Manual,First,20.77,1248,88.8,7,5.85,maruti,ertiga,11.61857143,11
Jaipur,42355,Petrol,Manual,First,18.9,1197,82,5,4,hyundai,grand,7.2952,9
Coimbatore,75871,Petrol,Automatic,First,9.43,2996,254,5,14.12,bmw,3,52.113125,12
Pune,69000,Diesel,Automatic,First,0,2987,165,5,38,mercedes-benz,m-class,63.09554084,8
Jaipur,79232,Diesel,Manual,First,21.1,1248,73.9,5,2.9,maruti,ritz,7.55626867,12
Pune,220000,Petrol,Automatic,Second,11.74,1796,186,5,6,mercedes-benz,new,49.49,16
Kochi,28470,Petrol,Manual,First,18.6,1197,81.83,5,6.95,hyundai,i20,9.74,7
Kolkata,9759,Petrol,Manual,First,20.3,998,68.05,5,2.75,hyundai,eon,11.28145047,9
Pune,75216,Diesel,Manual,First,22.9,1248,74,5,5.1,maruti,swift,7.56375,9
Chennai,8000,Petrol,Manual,First,18.6,1197,81.83,5,6.75,hyundai,i20,9.74,6
Mumbai,59451,Petrol,Manual,First,18.5,1197,85.8,5,3.69,maruti,ritz,7.55626867,9
Hyderabad,53996,Diesel,Manual,First,22.9,1248,74,5,5.45,maruti,swift,7.56375,10
Kochi,15135,Petrol,Manual,First,17.5,1199,88.7,5,9.29,honda,wrv,10.57,5
Chennai,53000,Petrol,Automatic,Second,16.9,1197,81.86,5,4,hyundai,xcent,8.274,8
Kolkata,40000,Petrol,Manual,First,18,1198,86.7,5,2.9,honda,amaze,8.662857143,10
Pune,21107,Petrol,Manual,First,17.1,1591,121.3,5,5.25,hyundai,verna,14.254,10
Mumbai,56000,Petrol,Manual,First,16.8,1497,116.3,5,5.75,honda,city,14.63571429,9
Coimbatore,19623,Petrol,Manual,First,15.29,1591,121.3,5,13.12,hyundai,creta,15.19333333,6
Kochi,70963,Diesel,Manual,First,15.1,2179,140,7,7.83,mahindra,xuv500,18.865,9
Mumbai,25755,CNG,Manual,First,26.6,998,58.16,5,3.15,maruti,wagon,5.39,10
Mumbai,51450,Diesel,Manual,First,12.8,2494,102,7,10.4,toyota,innova,23.61366667,10
Pune,75000,Diesel,Manual,First,22.9,1248,74,5,4.35,maruti,swift,7.56375,11
Coimbatore,37832,Petrol,Automatic,First,22.5,998,67,5,5.23,maruti,wagon,6.33,6
Coimbatore,43041,Petrol,Manual,First,18.9,1197,81.86,5,6.01,hyundai,grand,8.1,7
Hyderabad,97236,Diesel,Manual,First,25.8,1498,98.6,5,4.4,honda,amaze,8.662857143,9
Chennai,83000,Diesel,Automatic,First,16.07,1995,181,5,12.75,bmw,3,52.113125,13
Delhi,65000,Petrol,Manual,First,15.6,1196,70,5,2.4,ford,figo,7.65,12
Kochi,46007,Petrol,Manual,First,17,1198,73.75,5,5.71,volkswagen,ameo,9.262,5
Kochi,65925,Diesel,Manual,Second,22.7,1498,89.84,5,5.49,ford,ecosport,12.10909091,8
Pune,73500,Petrol,Manual,Second,13,1343,90,5,1.3,honda,city,14.63571429,19
Kolkata,55000,Diesel,Manual,First,16,2179,140,7,8.5,mahindra,xuv500,18.865,9
Delhi,115000,Diesel,Manual,First,13,2982,168.5,7,12.99,toyota,fortuner,36.548,11
Kolkata,31184,Petrol,Manual,First,18.9,1197,81.86,5,5,hyundai,grand,6.4,6
Pune,41747,Diesel,Automatic,First,28.4,1248,73.75,5,9,maruti,dzire,11.26,6
Kochi,38143,Diesel,Manual,First,22.9,1248,74,5,5.22,maruti,swift,7.56375,7
Pune,19030,Petrol,Manual,First,16.47,1198,73.9,5,3.8,volkswagen,polo,9.71375,11
Coimbatore,20877,Petrol,Manual,First,18.16,1197,78.9,5,7.27,toyota,etios,7.59,4
Mumbai,23555,Petrol,Manual,First,22,1197,81.8,5,5.1,maruti,swift,7,7
Bangalore,29000,Diesel,Automatic,First,14.21,2143,203,5,29,mercedes-benz,e-class,82.61833333,10
Pune,61000,Petrol,Manual,First,18.9,998,67.1,5,2.9,maruti,wagon,5.39,10
Kochi,4187,Petrol,Manual,First,26,624,35,4,1.38,tata,nano,10.75306548,11
Bangalore,46000,Petrol,Manual,First,13.4,1798,157.8,5,5.5,skoda,laura,25.2041791,12
Mumbai,28000,Petrol,Automatic,First,17.21,1197,103.5,5,7.25,volkswagen,polo,11.26,7
Coimbatore,83558,Diesel,Manual,First,22.32,1582,126.32,5,6.98,hyundai,verna,14.254,9
Hyderabad,40000,Diesel,Manual,First,22.95,1248,74,5,5.25,tata,bolt,7.43,6
Kolkata,36000,Petrol,Manual,First,21.1,814,55.2,5,1.95,hyundai,eon,11.28145047,10
Bangalore,21000,Diesel,Automatic,First,17.11,1968,174.33,5,24.5,audi,a4,51.385,9
Kochi,62162,Diesel,Manual,First,12.99,2494,100,7,8.31,toyota,innova,23.61366667,10
Hyderabad,83000,Diesel,Automatic,First,11.74,2987,254.8,5,36,mercedes-benz,m-class,63.09554084,11
Pune,58000,Diesel,Manual,First,24.4,1120,71,5,5.5,hyundai,xcent,8.274,8
Kochi,62332,Petrol,Automatic,First,11.7,2354,177.6,5,5.89,honda,accord,11.79582001,12
Kochi,50867,Diesel,Manual,First,20.34,1498,103.2,5,7.95,volkswagen,vento,13.81375,7
Mumbai,73000,Petrol,Manual,First,17,1197,80,5,2.75,hyundai,i20,9.74,13
Jaipur,98008,Diesel,Manual,First,22.7,1582,126.24,5,6.25,hyundai,elantra,22.65,11
Hyderabad,36000,Diesel,Manual,First,20,1399,68.05,5,4.95,ford,figo,7.65,8
Kochi,27339,Petrol,Manual,First,18.6,1197,81.83,5,6.27,hyundai,i20,9.74,4
Kolkata,25000,Diesel,Manual,First,23.9,1582,126.2,5,8.65,hyundai,verna,14.254,6
Kolkata,37000,Petrol,Manual,First,18.9,1197,82,5,3.5,hyundai,grand,7.2952,9
Hyderabad,56000,Diesel,Automatic,First,14.16,1968,174.3,5,35,audi,q5,63.78077684,8
Kolkata,27000,Petrol,Manual,First,17.5,1298,85.8,5,4.45,maruti,swift,7.56375,8
Kolkata,37000,Petrol,Manual,First,18.5,1197,80,5,2.65,hyundai,i20,9.74,11
Kolkata,10500,Diesel,Manual,First,25.32,1198,77,5,4.7,mahindra,kuv,7.35,6
Ahmedabad,49000,Diesel,Automatic,First,18.23,1582,126.2,5,8.9,hyundai,elantra,22.43,9
Mumbai,7000,Diesel,Manual,First,17.1,1956,170,5,17.45,jeep,compass,24.02,6
Coimbatore,71256,Diesel,Manual,First,24.3,1248,88.5,5,9.58,maruti,vitara,11.13190476,6
Kochi,83184,Petrol,Manual,First,14.28,1798,138.03,5,6.22,toyota,corolla,21.69,11
Kolkata,87284,Diesel,Manual,First,15.1,2179,140,7,7.8,mahindra,xuv500,18.865,10
Mumbai,7000,Diesel,Automatic,First,20.68,1995,190,5,27.75,bmw,x1,49.296,7
Pune,29000,Diesel,Manual,Second,22.54,1396,88.73,5,7,hyundai,i20,9.74,8
Coimbatore,33552,Diesel,Automatic,First,11.57,2987,254.79,5,64.87,mercedes-benz,gle,95.13,6
Jaipur,82000,Petrol,Manual,Second,18.5,1197,80,5,2.7,hyundai,i20,9.74,12
Mumbai,70000,Petrol,Manual,Second,19.4,1198,86.8,5,2.5,honda,brio,6.8825,11
Hyderabad,166194,Diesel,Manual,First,19.3,1461,84.8,7,3.9,nissan,evalia,11.57734694,10
Delhi,58000,Petrol,Manual,First,16.47,1198,73.9,5,3.95,volkswagen,polo,9.71375,8
Chennai,77000,Petrol,Manual,Second,20.36,1197,78.9,5,2.1,hyundai,i10,11.28145047,13
Hyderabad,70000,Petrol,Manual,Second,19.81,1086,68.05,5,2,hyundai,i10,11.28145047,16
Delhi,79870,Diesel,Manual,First,20.77,1248,88.76,7,5.35,maruti,ertiga,11.61857143,9
Delhi,90000,Diesel,Manual,First,25.8,1498,98.6,5,3.8,honda,amaze,8.662857143,10
Mumbai,17000,Petrol,Automatic,First,15.5,1595,122,5,17.25,mercedes-benz,a,34.63,7
Kochi,46493,Petrol,Manual,First,18.9,1197,81.86,5,5.53,hyundai,grand,6.32,5
Pune,68000,Petrol,Manual,Third,20.36,1197,78.9,5,1.95,hyundai,i10,11.28145047,14
Pune,140000,Petrol,Manual,First,13,1343,90,5,0.9,honda,city,14.63571429,24
Pune,255000,Diesel,Manual,Third,12.99,2494,100.6,7,6.5,toyota,innova,23.61366667,10
Coimbatore,45535,Diesel,Automatic,First,23.8,1998,112,5,19.41,mini,cooper,41.21714286,9
Coimbatore,39228,Petrol,Manual,First,15.7,1368,112.4,5,6.58,fiat,linea,9.5,7
Chennai,85445,Petrol,Manual,Second,19.81,1086,68.05,5,2,hyundai,i10,11.28145047,15
Delhi,54000,Diesel,Manual,First,24.4,1120,71,5,3.7,hyundai,xcent,8.274,8
Mumbai,53000,Petrol,Automatic,First,23.1,998,67.04,5,3.8,maruti,celerio,5.891666667,9
Jaipur,60000,Petrol,Manual,First,20.36,1197,78.9,5,3.25,hyundai,i10,11.28145047,9
Coimbatore,65668,Diesel,Manual,First,19.87,1461,83.8,5,5.53,renault,duster,13.87,8
Ahmedabad,100000,Diesel,Automatic,Second,22.69,1995,190,5,10.9,bmw,3,43.31,12
Kolkata,1800,Petrol,Manual,First,18.9,1197,82,5,5.1,hyundai,grand,7.2952,5
Hyderabad,96000,Petrol,Manual,Second,0,999,91.94537954,5,2.2,hyundai,santro,11.28145047,16
Ahmedabad,14000,Petrol,Manual,First,17.4,1497,117.3,5,11.25,honda,city,14.63571429,5
Chennai,720000,Diesel,Manual,First,20.54,1598,103.6,5,5.9,volkswagen,vento,13.81375,10
Delhi,73000,Diesel,Automatic,First,11.5,2982,169,7,14.4,toyota,fortuner,36.548,11
Delhi,68000,Petrol,Manual,First,17,1497,118,5,3.6,honda,city,14.63571429,12
Jaipur,19543,Diesel,Automatic,First,18.12,1995,190,5,40.5,bmw,5,67.24571429,6
Bangalore,38000,Diesel,Automatic,Second,14.16,1968,174.3,5,38.95,audi,q5,63.78077684,9
Delhi,32805,Diesel,Manual,First,23.2,1248,73.94,5,3.6,maruti,ritz,7.55626867,9
Kochi,44782,Diesel,Automatic,First,21.21,1498,103.2,5,7.12,volkswagen,vento,13.81375,7
Kochi,55700,Diesel,Manual,First,26,1498,98.6,5,7.52,honda,city,14.63571429,7
Delhi,60000,Diesel,Automatic,Second,15.2,1968,140.8,5,10.35,audi,a4,51.385,11
Hyderabad,56000,Petrol,Manual,First,15,1598,103.52,5,7,skoda,rapid,14.132,9
Delhi,60000,Diesel,Manual,First,11.5,2982,171,7,10.85,toyota,fortuner,36.548,12
Mumbai,34669,Petrol,Manual,First,15.1,1196,73,7,2.9,maruti,eeco,4.71,9
Delhi,17000,Petrol,Manual,First,20.73,1373,91.1,5,7.65,maruti,ciaz,11.04333333,6
Delhi,66000,Diesel,Manual,First,28.09,1248,88.5,5,6.4,maruti,ciaz,11.04333333,7
Pune,102418,Diesel,Manual,First,12.99,2494,100.6,7,10.1,toyota,innova,23.61366667,9
Kolkata,48800,Petrol,Manual,First,19.1,1197,85.8,5,4.25,maruti,swift,7.56375,9
Kochi,10601,Diesel,Automatic,First,11.36,2755,171.5,7,19.65,toyota,innova,20.74,4
Pune,8200,Diesel,Manual,First,25,1396,69,5,4.4,tata,indica,10.75306548,6
Jaipur,100000,Petrol,Manual,First,18.5,1197,82.85,5,3.25,hyundai,i20,9.74,11
Pune,78000,Diesel,Manual,First,17.8,1399,68,5,2.8,ford,fiesta,13.57205029,11
Chennai,89327,Diesel,Manual,Third,17.8,1399,68,5,1.55,ford,fiesta,13.57205029,17
Chennai,98000,Petrol,Manual,Second,10.8,2354,152,5,4.7,honda,cr-v,11.79582001,16
Kochi,24700,Petrol,Manual,First,18.7,1199,88.7,5,7.07,honda,jazz,9.431666667,6
Delhi,6000,Diesel,Automatic,First,11,2987,258,7,79,mercedes-benz,gls,102,5
Delhi,9434,Petrol,Manual,First,18.9,1197,81.86,5,5.75,hyundai,grand,6.71,5
Mumbai,29000,Petrol,Manual,First,18.5,1197,85.8,5,3.25,maruti,ritz,7.55626867,11
Coimbatore,22440,Diesel,Automatic,First,22,1498,108.495,5,8.89,volkswagen,ameo,9.262,6
Mumbai,73070,Petrol,Manual,First,17.4,1497,117.3,5,5.9,honda,city,14.63571429,8
Kolkata,21771,Petrol,Manual,First,18.7,1199,88.7,5,4.95,honda,jazz,9.431666667,7
Delhi,62000,Diesel,Manual,First,17.8,1248,75,5,3.75,maruti,swift,7.56375,9
Kochi,37024,Diesel,Automatic,First,17.01,1582,126.2,5,10.97,hyundai,creta,15.19333333,6
Kochi,60336,Diesel,Automatic,Second,14.4,2967,241.4,5,24.94,audi,a7,63.78077684,9
Kolkata,26008,Petrol,Manual,First,21.1,814,55.2,5,1.97,hyundai,eon,11.28145047,9
Jaipur,90000,Diesel,Manual,Second,20,1399,68,5,1.4,ford,figo,7.65,13
Coimbatore,35569,Petrol,Manual,First,17,1198,73.75,5,7.27,volkswagen,ameo,8.68,5
Kolkata,40000,Diesel,Manual,First,21.64,1461,84.8,5,4,renault,scala,11.74394958,10
Kolkata,45000,Petrol,Manual,First,18.7,1199,88.7,5,4.75,honda,jazz,9.431666667,8
Delhi,42000,Petrol,Manual,First,17,1197,80,5,5.1,hyundai,i20,9.74,8
Coimbatore,46913,Diesel,Automatic,First,14.94,2967,241.4,5,16.11,audi,a4,51.385,11
Delhi,62000,Diesel,Automatic,First,11.18,2696,184,7,10.55,mahindra,ssangyong,15.5675283,9
Ahmedabad,15000,Diesel,Automatic,First,12.9,2755,174.5,7,30,toyota,fortuner,34.45,6
Kolkata,69000,Diesel,Manual,First,18.7,1896,66,5,1.6,skoda,octavia,28.37,21
Hyderabad,41367,Diesel,Automatic,First,15.8,2148,170,5,18.49,mercedes-benz,new,49.49,11
Kochi,15982,Petrol,Manual,First,20.73,1373,91.1,5,9.96,maruti,ciaz,11.04333333,5
Hyderabad,99595,Diesel,Manual,Second,22.9,1248,74,5,4.75,maruti,swift,7.56375,10
Bangalore,63000,Diesel,Manual,Third,13.1,2446,75,10,3.65,toyota,qualis,24.25263701,21
Delhi,49000,Diesel,Automatic,Second,16.73,2495,218,5,15.5,bmw,5,67.24571429,11
Kochi,48272,Diesel,Manual,First,10.5,2835,116.9,6,11.82,mitsubishi,pajero,33.4025,10
Delhi,63000,Petrol,Manual,First,13.4,1794,125,5,2.05,toyota,corolla,20.97,15
Ahmedabad,77000,CNG,Manual,First,26.6,998,58.16,5,3.3,maruti,wagon,5.39,7
Mumbai,11734,Petrol,Manual,First,16.8,796,34.2,8,2.25,maruti,omni,7.55626867,10
Kochi,62012,Diesel,Automatic,First,17.68,1968,174.33,5,20.12,audi,a6,62.35666667,9
Chennai,46000,CNG,Manual,First,25,1197,81.86,5,4.95,hyundai,xcent,8.274,6
Coimbatore,45449,Diesel,Manual,First,27.3,1498,98.6,5,7.48,honda,jazz,9.431666667,7
Mumbai,85000,Petrol,Automatic,Second,10.5,1796,157.7,5,5.5,mercedes-benz,e-class,82.61833333,19
Jaipur,88000,Petrol,Manual,Second,13,1493,100,5,1.7,honda,city,14.63571429,18
Kochi,45330,Diesel,Automatic,First,16.55,1968,147.51,5,13.19,audi,a4,51.385,10
Mumbai,88000,Petrol,Manual,First,19.1,1197,85.8,5,3.85,maruti,swift,7.56375,11
