,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model,Variant,New_Price1,Price Range
1906,maruti ciaz vxi plus,Mumbai,2015,35770,Petrol,Manual,First,20.73,1373.0,91.1,5,5.95,maruti,ciaz,vxi plus,11.04333333,2.88
1907,hyundai elantra crdi sx,Hyderabad,2012,125928,Diesel,Manual,First,22.7,1582.0,126.24,5,9.0,hyundai,elantra,crdi sx,22.65,₹15.90 - 21.13 lakh
1908,skoda rapid 1.5 tdi at elegance,Kolkata,2015,45000,Diesel,Automatic,First,21.66,1498.0,103.52,5,4.25,skoda,rapid,1.5 tdi at elegance,14.132,₹6.99 - 14.25 lakh
1909,mercedes-benz new c-class c 220 cdi elegance at,Hyderabad,2013,21000,Diesel,Automatic,First,14.84,2143.0,170.0,5,23.5,mercedes-benz,new,c-class c 220 cdi elegance at,49.49,3.75
1910,honda accord 2.4 a/t,Mumbai,2011,54774,Petrol,Automatic,First,11.7,2354.0,177.6,5,6.35,honda,accord,2.4 a/t,11.79582001,₹44.28 lakh
1911,maruti celerio vxi,Chennai,2014,41123,Petrol,Manual,First,23.1,998.0,67.04,5,3.4,maruti,celerio,vxi,5.891666667,3.6
1912,bmw 7 series 740li,Bangalore,2017,17465,Petrol,Automatic,First,12.05,2979.0,320.0,5,93.0,bmw,7,series 740li,153.0,3.6
1913,bmw 3 series 320d sport,Chennai,2014,48000,Diesel,Automatic,First,22.69,1995.0,190.0,5,21.6,bmw,3,series 320d sport,52.113125,3.6
1914,volkswagen vento diesel trendline,Chennai,2011,173000,Diesel,Manual,First,20.54,1598.0,103.6,5,4.0,volkswagen,vento,diesel trendline,13.81375,₹8.69 - 14.79 lakh
1915,maruti swift dzire tour ldi,Pune,2018,12000,Diesel,Manual,First,23.4,1248.0,74.0,5,5.5,maruti,swift,dzire tour ldi,7.56375,3.6
1916,land rover freelander 2 se,Mumbai,2012,34000,Diesel,Automatic,First,12.39,2179.0,147.51,5,19.25,land,rover,freelander 2 se,104.102,3.6
1917,hyundai i20 1.4 crdi magna,Hyderabad,2012,71360,Diesel,Manual,First,21.9,1396.0,90.0,5,3.95,hyundai,i20,1.4 crdi magna,9.74,₹ 7.19 - 11.83 lakh
1918,maruti dzire vdi,Mumbai,2012,74000,Diesel,Manual,Second,28.4,1248.0,73.75,5,4.25,maruti,dzire,vdi,8.94,7.55
1919,jeep compass 2.0 longitude,Kochi,2018,28937,Diesel,Manual,First,17.1,1956.0,170.0,5,17.02,jeep,compass,2.0 longitude,21.38,₹ 20.99 - 32.67 lakh
1920,maruti ertiga vdi,Hyderabad,2012,82085,Diesel,Manual,First,20.77,1248.0,88.76,7,6.5,maruti,ertiga,vdi,11.61857143,4.7
1921,ford figo petrol zxi,Bangalore,2011,68465,Petrol,Manual,First,15.6,1196.0,70.0,5,2.95,ford,figo,petrol zxi,7.65,₹5.23 - 8.37 lakh
1922,toyota corolla altis 1.4 dg,Coimbatore,2013,63854,Diesel,Manual,First,21.43,1364.0,86.79,5,7.12,toyota,corolla,altis 1.4 dg,19.27,₹9.01 - 12.39 lakh
1923,maruti vitara brezza zdi plus amt dual tone,Chennai,2018,3000,Diesel,Automatic,First,24.3,1248.0,88.5,5,11.25,maruti,vitara,brezza zdi plus amt dual tone,12.88,9.1
1924,honda city 1.5 s mt,Delhi,2009,65055,Petrol,Manual,First,17.0,1497.0,118.0,5,2.75,honda,city,1.5 s mt,14.63571429,₹ 11.52 - 16.00 lakh
1925,mahindra scorpio s10 4wd,Hyderabad,2015,120000,Diesel,Manual,First,15.4,2179.0,120.0,7,12.0,mahindra,scorpio,s10 4wd,15.5675283,₹ 12.74 - 24.05 lakh
1926,hyundai xcent 1.2 vtvt sx,Mumbai,2014,64241,Petrol,Manual,First,20.14,1197.0,81.86,5,3.67,hyundai,xcent,1.2 vtvt sx,8.27,₹5.81 - 8.80 lakh
1927,mercedes-benz e-class 220 cdi,Pune,2001,121000,Diesel,Manual,First,15.0,2148.0,194.1215217,5,5.0,mercedes-benz,e-class,220 cdi,82.61833333,₹ 72.48 - 87.47 lakh
1928,mahindra renault logan 1.4 glx petrol,Pune,2008,2200,Petrol,Manual,First,15.7,1390.0,75.0,5,2.3,mahindra,renault,logan 1.4 glx petrol,15.5675283,5.75
1929,skoda octavia 1.9 tdi,Pune,2008,88123,Diesel,Manual,First,18.7,1896.0,66.0,5,2.2,skoda,octavia,1.9 tdi,28.37,₹ 27.34 - 30.44 lakh
1930,mercedes-benz gl-class 2007 2012 350 cdi luxury,Pune,2014,79000,Diesel,Automatic,First,12.0,2987.0,224.0,7,41.0,mercedes-benz,gl-class,2007 2012 350 cdi luxury,63.09554084,₹77.68 lakh - 1.79 crore
1931,bmw x1 sdrive 20d xline,Bangalore,2016,28143,Diesel,Automatic,First,20.68,1995.0,190.0,5,28.5,bmw,x1,sdrive 20d xline,48.18,₹ 45.90 - 47.90 lakh
1932,volkswagen vento 2013-2015 1.6 comfortline,Mumbai,2015,23001,Petrol,Manual,First,15.04,1598.0,103.2,5,5.49,volkswagen,vento,2013-2015 1.6 comfortline,13.81375,₹8.69 - 14.79 lakh
1933,audi a4 2.0 tdi,Ahmedabad,2013,82002,Diesel,Automatic,Second,16.55,1968.0,147.51,5,17.5,audi,a4,2.0 tdi,51.385,₹ 43.81 - 51.85 lakh
1934,ford ikon 1.4 tdci duratorq,Bangalore,2009,75000,Diesel,Manual,First,13.8,1399.0,68.0,5,1.99,ford,ikon,1.4 tdci duratorq,13.57205029,₹4.97 - 5.59 lakh
1935,hyundai verna 1.6 crdi ex mt,Kochi,2016,37451,Diesel,Manual,First,22.32,1582.0,126.3,5,6.64,hyundai,verna,1.6 crdi ex mt,14.254,₹ 10.90 - 17.38 lakh
1936,toyota innova crysta 2.4 vx mt,Hyderabad,2017,67000,Diesel,Manual,First,13.68,2393.0,147.8,7,16.5,toyota,innova,crysta 2.4 vx mt,22.87,₹13.22 - 16.81 lakh
1937,hyundai grand i10 asta option,Pune,2016,25000,Petrol,Manual,First,18.9,1197.0,82.0,5,5.0,hyundai,grand,i10 asta option,7.2952,42.0
1938,volkswagen ameo 1.2 mpi comfortline,Mumbai,2017,12000,Petrol,Manual,First,17.0,1198.0,73.75,5,5.4,volkswagen,ameo,1.2 mpi comfortline,9.262,₹5.67 - 10.00 lakh
1939,renault kwid rxt,Kolkata,2017,25000,Petrol,Manual,First,25.17,799.0,53.3,5,2.99,renault,kwid,rxt,4.834285714,₹ 4.70 - 6.45 lakh
1940,honda city 1.5 s mt,Jaipur,2011,95936,Petrol,Manual,First,17.0,1497.0,118.0,5,4.1,honda,city,1.5 s mt,14.63571429,₹ 11.52 - 16.00 lakh
1941,hyundai grand i10 1.2 kappa magna at,Kochi,2018,5354,Petrol,Automatic,First,18.9,1197.0,81.86,5,6.76,hyundai,grand,i10 1.2 kappa magna at,7.37,1.69
1942,volkswagen polo 1.0 mpi comfortline,Chennai,2016,42000,Petrol,Manual,Second,18.78,999.0,75.0,5,5.5,volkswagen,polo,1.0 mpi comfortline,7.33,₹5.87 - 10.25 lakh
1943,maruti swift vdi bsiv,Coimbatore,2014,44282,Diesel,Manual,First,25.2,1248.0,74.0,5,5.99,maruti,swift,vdi bsiv,7.56375,1.8
1944,nissan sunny 2011-2014 diesel xv,Delhi,2012,70000,Diesel,Manual,First,21.64,1461.0,84.8,5,2.59,nissan,sunny,2011-2014 diesel xv,11.33,₹7.07 - 10.89 lakh
1945,jaguar xf 2.2 litre luxury,Mumbai,2013,31400,Diesel,Automatic,First,16.36,2179.0,187.7,5,26.75,jaguar,xf,2.2 litre luxury,72.64,₹ 71.60 - 76.00 lakh
1946,maruti ciaz zdi shvs,Pune,2016,50000,Diesel,Manual,First,28.09,1248.0,88.5,5,8.5,maruti,ciaz,zdi shvs,11.04333333,1.5
1947,audi q5 2008-2012 2.0 tdi,Bangalore,2011,53000,Diesel,Automatic,First,12.8,1968.0,167.6,5,23.0,audi,q5,2008-2012 2.0 tdi,63.78077684,₹ 61.46 - 67.25 lakh
1948,ford figo petrol zxi,Pune,2014,21727,Petrol,Manual,First,15.6,1196.0,70.02,5,3.35,ford,figo,petrol zxi,7.65,₹5.23 - 8.37 lakh
1949,hyundai santa fe 4x4 at,Bangalore,2012,43000,Diesel,Automatic,Second,11.72,2199.0,194.3,7,10.75,hyundai,santa,fe 4x4 at,11.28145047,5.1
1950,mahindra scorpio vlx 2wd airbag bsiv,Kolkata,2013,75000,Diesel,Manual,First,12.05,2179.0,120.0,8,6.29,mahindra,scorpio,vlx 2wd airbag bsiv,15.5675283,₹ 12.74 - 24.05 lakh
1951,renault duster 110ps diesel rxl,Bangalore,2014,73557,Diesel,Manual,First,19.6,1461.0,108.45,5,7.75,renault,duster,110ps diesel rxl,13.87,₹8.59 - 14.25 lakh
1952,audi a4 new 2.0 tdi multitronic,Delhi,2012,44555,Diesel,Automatic,First,15.2,1968.0,140.8,5,13.5,audi,a4,new 2.0 tdi multitronic,51.385,₹ 43.81 - 51.85 lakh
1953,maruti eeco 7 seater standard,Coimbatore,2013,54885,Petrol,Manual,First,15.1,1196.0,73.0,7,3.75,maruti,eeco,7 seater standard,4.98,22.0
1954,mahindra xylo e4,Mumbai,2011,76000,Diesel,Manual,Second,14.0,2498.0,112.0,7,3.75,mahindra,xylo,e4,11.674,₹8.86 - 12.13 lakh
1955,maruti wagon r lxi,Jaipur,2006,101000,Petrol,Manual,Second,18.9,998.0,67.1,5,1.5,maruti,wagon,r lxi,5.39,4.28
1956,maruti wagon r lxi bsiii,Chennai,2005,66000,Petrol,Manual,First,14.0,1061.0,64.0,5,1.45,maruti,wagon,r lxi bsiii,5.39,4.28
1957,maruti sx4 zxi mt bsiv,Coimbatore,2013,84360,Petrol,Manual,First,15.5,1586.0,103.3,5,4.12,maruti,sx4,zxi mt bsiv,7.55626867,4.28
1958,toyota innova crysta 2.4 vx mt,Mumbai,2016,25121,Diesel,Manual,First,13.68,2393.0,147.8,7,17.11,toyota,innova,crysta 2.4 vx mt,23.06,₹13.22 - 16.81 lakh
1959,toyota innova 2.5 g (diesel) 7 seater,Pune,2015,100000,Diesel,Manual,Second,12.99,2494.0,100.6,7,10.25,toyota,innova,2.5 g (diesel) 7 seater,23.61366667,₹13.22 - 16.81 lakh
1960,volkswagen polo diesel trendline 1.2l,Kolkata,2011,66035,Diesel,Manual,First,22.07,1199.0,73.9,5,2.49,volkswagen,polo,diesel trendline 1.2l,9.71375,₹5.87 - 10.25 lakh
1961,toyota etios g,Pune,2015,190000,Petrol,Manual,Second,16.78,1496.0,88.73,5,3.85,toyota,etios,g,7.432,₹6.51 - 9.02 lakh
1962,ford ecosport 1.5 dv5 mt titanium,Hyderabad,2014,85670,Diesel,Manual,First,22.7,1498.0,89.84,5,6.25,ford,ecosport,1.5 dv5 mt titanium,12.10909091,₹7.91 - 11.70 lakh
1963,hyundai grand i10 crdi magna,Hyderabad,2015,35000,Diesel,Manual,First,24.0,1120.0,70.0,5,4.88,hyundai,grand,i10 crdi magna,7.2952,2.25
1964,honda city i vtec cvt sv,Mumbai,2016,8000,Petrol,Automatic,First,18.0,1497.0,117.3,5,9.45,honda,city,i vtec cvt sv,14.63571429,₹ 11.52 - 16.00 lakh
1965,toyota innova 2.5 g3,Hyderabad,2007,162000,Diesel,Manual,Second,12.8,2494.0,102.0,8,4.8,toyota,innova,2.5 g3,23.61366667,₹13.22 - 16.81 lakh
1966,hyundai eon era plus,Kolkata,2012,60000,Petrol,Manual,First,21.1,814.0,55.2,5,1.99,hyundai,eon,era plus,11.28145047,₹2.96 - 4.71 lakh
1967,hyundai i10 magna 1.2,Hyderabad,2010,70600,Petrol,Manual,First,20.36,1197.0,78.9,5,2.8,hyundai,i10,magna 1.2,11.28145047,₹3.82 - 6.31 lakh
1968,mercedes-benz e-class 2009-2013 e 200 cgi elegance,Bangalore,2011,25000,Petrol,Automatic,Second,12.3,1796.0,185.0,5,22.0,mercedes-benz,e-class,2009-2013 e 200 cgi elegance,82.61833333,₹ 72.48 - 87.47 lakh
1969,mahindra bolero sle,Hyderabad,2012,75000,Diesel,Manual,First,15.96,2523.0,62.1,7,4.3,mahindra,bolero,sle,10.32,₹ 9.53 - 10.48 lakh
1970,skoda laura ambition 2.0 tdi cr at,Coimbatore,2014,85071,Diesel,Automatic,First,20.0,1968.0,138.1,5,9.75,skoda,laura,ambition 2.0 tdi cr at,25.2041791,₹12.58 - 19.43 lakh
1971,maruti swift zxi,Ahmedabad,2015,40000,Petrol,Manual,First,20.4,1197.0,81.8,5,5.9,maruti,swift,zxi,7.56375,3.5
1972,audi a4 2.0 tdi,Delhi,2013,67000,Diesel,Automatic,First,16.55,1968.0,147.51,5,14.5,audi,a4,2.0 tdi,51.385,₹ 43.81 - 51.85 lakh
1973,ford fiesta 1.4 sxi tdci abs,Hyderabad,2009,55000,Diesel,Manual,Second,17.8,1399.0,68.0,5,2.4,ford,fiesta,1.4 sxi tdci abs,13.57205029,₹8.63 - 10.31 lakh
1974,maruti sx4 vxi bsiii,Mumbai,2008,62000,Petrol,Manual,Second,15.0,1586.0,104.68,5,2.11,maruti,sx4,vxi bsiii,7.55626867,5.45
1975,maruti ritz at,Hyderabad,2012,57788,Petrol,Automatic,First,17.16,1197.0,85.8,5,3.6,maruti,ritz,at,7.55626867,5.45
1976,mahindra scorpio 2.6 crde,Jaipur,2013,72000,Diesel,Manual,First,10.5,2179.0,120.0,8,6.0,mahindra,scorpio,2.6 crde,15.5675283,₹ 12.74 - 24.05 lakh
1977,mahindra scorpio s4 7 seater,Mumbai,2014,83128,Diesel,Manual,First,15.4,2179.0,120.0,7,7.45,mahindra,scorpio,s4 7 seater,15.5675283,₹ 12.74 - 24.05 lakh
1978,maruti alto lxi,Chennai,2011,75000,Petrol,Manual,First,19.7,796.0,46.3,5,2.1,maruti,alto,lxi,4.53,15.49
1979,renault duster 110ps diesel rxz,Ahmedabad,2013,58000,Diesel,Manual,Second,19.01,1461.0,108.45,5,5.2,renault,duster,110ps diesel rxz,13.87,₹8.59 - 14.25 lakh
1980,mahindra jeep mm 550 pe,Hyderabad,2009,26000,Diesel,Manual,First,0.0,2498.0,120.2496894,6,6.99,mahindra,jeep,mm 550 pe,15.5675283,₹N/A 
1981,maruti ignis 1.2 alpha,Mumbai,2017,1000,Petrol,Manual,First,20.89,1197.0,81.8,5,6.36,maruti,ignis,1.2 alpha,7.87,4.75
1982,toyota innova 2.5 zx diesel 7 seater,Kochi,2015,59751,Diesel,Manual,First,12.99,2494.0,100.6,7,11.62,toyota,innova,2.5 zx diesel 7 seater,23.61366667,₹13.22 - 16.81 lakh
1983,bmw 7 series 730ld eminence,Kochi,2015,29966,Diesel,Automatic,Second,16.77,2993.0,261.49,5,43.6,bmw,7,series 730ld eminence,140.0,7.85
1984,hyundai sonata embera 2.0l crdi mt,Kolkata,2009,65000,Diesel,Manual,Second,13.6,1991.0,142.0,5,4.9,hyundai,sonata,embera 2.0l crdi mt,11.28145047,₹19.46 - 21.57 lakh
1985,renault duster adventure edition,Kochi,2015,75863,Diesel,Manual,First,19.01,1461.0,108.45,5,6.7,renault,duster,adventure edition,13.87,₹8.59 - 14.25 lakh
1986,maruti wagon r cng lxi,Mumbai,2013,54000,CNG,Manual,First,33.54,998.0,67.04,5,3.05,maruti,wagon,r cng lxi,5.58,4.0
1987,audi a4 2.0 tdi 177 bhp technology edition,Bangalore,2014,24000,Diesel,Automatic,First,17.11,1968.0,174.33,5,25.0,audi,a4,2.0 tdi 177 bhp technology edition,51.385,₹ 43.81 - 51.85 lakh
1988,jeep compass 2.0 longitude,Coimbatore,2018,33218,Diesel,Manual,First,17.1,1956.0,170.0,5,19.05,jeep,compass,2.0 longitude,22.46,₹ 20.99 - 32.67 lakh
1989,hyundai verna 1.4 vtvt,Kolkata,2015,33425,Petrol,Manual,First,17.43,1396.0,105.5,5,4.5,hyundai,verna,1.4 vtvt,14.254,₹ 10.90 - 17.38 lakh
1990,honda amaze vx i-vtech,Pune,2013,47000,Petrol,Manual,First,18.0,1198.0,86.7,5,4.15,honda,amaze,vx i-vtech,8.662857143,₹ 6.91 - 9.50 lakh
1991,hyundai creta 1.6 crdi sx option,Chennai,2015,41000,Diesel,Manual,First,19.67,1582.0,126.2,5,11.9,hyundai,creta,1.6 crdi sx option,15.19333333,₹ 10.84 - 19.13 lakh
1992,hyundai i10 magna 1.1,Delhi,2011,62000,Petrol,Manual,First,19.81,1086.0,68.05,5,2.1,hyundai,i10,magna 1.1,11.28145047,₹3.82 - 6.31 lakh
1993,mahindra tuv 300 t8,Delhi,2016,47035,Diesel,Manual,First,18.49,1493.0,100.0,7,6.95,mahindra,tuv,300 t8,15.5675283,2.75
1994,maruti swift dzire vxi,Pune,2008,56230,Petrol,Manual,Second,17.5,1298.0,85.8,5,2.4,maruti,swift,dzire vxi,7.56375,2.75
1995,hyundai accent gle 1,Chennai,2007,55000,Petrol,Manual,First,13.2,1495.0,94.0,5,2.65,hyundai,accent,gle 1,11.28145047,₹5.24 - 5.63 lakh
1996,mahindra xuv500 w8 2wd,Jaipur,2014,70669,Diesel,Manual,First,15.1,2179.0,140.0,7,9.0,mahindra,xuv500,w8 2wd,18.865,₹12.37 - 20.11 lakh
1997,maruti alto k10 2010-2014 vxi,Pune,2012,69000,Petrol,Manual,First,20.92,998.0,67.1,5,2.1,maruti,alto,k10 2010-2014 vxi,4.53,25.0
1998,audi a6 2.7 tdi,Mumbai,2009,30000,Diesel,Automatic,First,12.4,2698.0,179.5,5,8.95,audi,a6,2.7 tdi,62.35666667,₹ 61.41 - 67.53 lakh
1999,mini cooper 5 door d,Hyderabad,2017,2000,Diesel,Automatic,First,20.7,1496.0,113.98,5,34.0,mini,cooper,5 door d,42.48,₹ 40.00 - 40.58 lakh
2000,maruti swift 1.3 lxi,Pune,2011,24255,Petrol,Manual,First,16.1,1150.991513,74.20637807,5,3.15,maruti,swift,1.3 lxi,7.56375,6.35
2001,tata zest revotron 1.2t xms,Chennai,2015,40000,Petrol,Manual,First,17.57,1193.0,88.7,5,4.0,tata,zest,revotron 1.2t xms,7.69,₹5.82 - 9.87 lakh
2002,honda city i dtec sv,Kolkata,2014,40000,Diesel,Manual,First,26.0,1498.0,98.6,5,4.45,honda,city,i dtec sv,14.63571429,₹ 11.52 - 16.00 lakh
2003,audi a4 2.0 tdi multitronic,Jaipur,2011,105000,Diesel,Automatic,Second,16.55,1968.0,140.0,5,14.5,audi,a4,2.0 tdi multitronic,51.385,₹ 43.81 - 51.85 lakh
2004,ford aspire titanium plus diesel,Kolkata,2015,2800,Diesel,Manual,First,26.1,1498.0,99.0,5,8.41,ford,aspire,titanium plus diesel,9.4,₹5.99 - 9.11 lakh
2005,hyundai verna sx crdi at,Mumbai,2014,71000,Diesel,Automatic,Second,19.08,1582.0,126.32,5,5.45,hyundai,verna,sx crdi at,14.254,₹ 10.90 - 17.38 lakh
2006,honda city i vtec cvt vx,Mumbai,2015,32896,Petrol,Automatic,First,18.0,1497.0,117.3,5,8.9,honda,city,i vtec cvt vx,14.63571429,₹ 11.52 - 16.00 lakh
2007,hyundai i10 sportz 1.2,Hyderabad,2012,45000,Petrol,Manual,First,20.36,1197.0,78.9,5,3.65,hyundai,i10,sportz 1.2,11.28145047,₹3.82 - 6.31 lakh
2008,bmw x3 xdrive20d expedition,Bangalore,2015,65000,Diesel,Automatic,Second,18.56,1995.0,190.0,5,29.0,bmw,x3,xdrive20d expedition,69.59,₹ 61.89 - 69.90 lakh
2009,audi a4 2.0 tdi,Mumbai,2013,45200,Diesel,Automatic,First,16.55,1968.0,147.51,5,13.5,audi,a4,2.0 tdi,51.385,₹ 43.81 - 51.85 lakh
2010,honda cr-v 2.4 at,Hyderabad,2008,82167,Petrol,Automatic,First,10.1,2354.0,152.0,5,5.4,honda,cr-v,2.4 at,11.79582001,₹28.34 - 32.84 lakh
2011,hyundai grand i10 1.2 kappa asta,Coimbatore,2016,37429,Petrol,Manual,First,18.9,1197.0,81.86,5,5.89,hyundai,grand,i10 1.2 kappa asta,8.1,5.0
2012,maruti ciaz zdi plus shvs,Hyderabad,2016,46000,Diesel,Manual,First,28.09,1248.0,88.5,5,8.45,maruti,ciaz,zdi plus shvs,11.04333333,5.0
2013,honda city i-vtec v,Delhi,2011,67031,Petrol,Manual,First,17.4,1497.0,117.3,5,4.0,honda,city,i-vtec v,11.85,₹ 11.52 - 16.00 lakh
2014,bmw 6 series 640d coupe,Mumbai,2013,30000,Diesel,Automatic,First,9.52,2993.0,313.0,4,45.0,bmw,6,series 640d coupe,63.44220807,7.75
2015,maruti celerio vxi amt,Mumbai,2016,47691,Petrol,Automatic,First,23.1,998.0,67.04,5,3.94,maruti,celerio,vxi amt,6.08,7.75
2016,renault koleos 2.0 diesel,Jaipur,2011,32531,Diesel,Automatic,Second,13.73,1995.0,148.0,5,8.0,renault,koleos,2.0 diesel,11.74394958,₹23.92 - 28.29 lakh
2017,ford figo diesel zxi,Hyderabad,2013,71336,Diesel,Manual,First,20.0,1399.0,68.0,5,4.1,ford,figo,diesel zxi,7.65,₹5.23 - 8.37 lakh
2018,toyota innova 2.5 v diesel 7-seater,Chennai,2006,196000,Diesel,Manual,First,12.8,2494.0,102.0,7,6.25,toyota,innova,2.5 v diesel 7-seater,23.61366667,₹13.22 - 16.81 lakh
2019,maruti dzire vdi,Kolkata,2015,28193,Diesel,Manual,First,28.4,1248.0,73.75,5,5.25,maruti,dzire,vdi,8.36,5.05
2020,mercedes-benz slc 43 amg,Coimbatore,2019,2526,Petrol,Automatic,First,19.0,2996.0,362.07,2,83.96,mercedes-benz,slc,43 amg,106.0,₹82.86 lakh
2021,hyundai santro lp zipplus,Coimbatore,2004,52146,Petrol,Manual,First,0.0,1302.165877,91.94537954,5,1.93,hyundai,santro,lp zipplus,11.28145047,₹3.91 - 6.45 lakh
2022,mercedes-benz e-class e 220 d,Hyderabad,2013,85000,Diesel,Automatic,First,16.1,1950.0,194.0,5,21.0,mercedes-benz,e-class,e 220 d,71.15,₹ 72.48 - 87.47 lakh
2023,hyundai grand i10 1.2 kappa sportz,Ahmedabad,2015,20780,Petrol,Manual,First,18.9,1197.0,81.86,5,4.3,hyundai,grand,i10 1.2 kappa sportz,6.82,9.35
2024,honda mobilio s i vtec,Mumbai,2014,43081,Petrol,Manual,First,17.3,1497.0,117.3,7,5.25,honda,mobilio,s i vtec,11.79582001,₹7.29 - 12.42 lakh
2025,porsche cayenne turbo s,Mumbai,2010,35000,Petrol,Automatic,Second,11.9,4806.0,550.0,5,32.0,porsche,cayenne,turbo s,136.0,₹ 1.26 - 1.93 crore
2026,mahindra quanto c8,Kolkata,2013,36000,Diesel,Manual,First,17.21,1493.0,100.0,7,3.9,mahindra,quanto,c8,15.5675283,₹6.98 - 8.56 lakh
2027,toyota corolla h5,Mumbai,2007,67000,Petrol,Manual,Third,13.4,1794.0,125.0,5,2.2,toyota,corolla,h5,20.97,₹9.01 - 12.39 lakh
2028,mahindra kuv 100 mfalcon d75 k4,Mumbai,2016,34079,Diesel,Manual,First,25.32,1198.0,77.0,6,3.7,mahindra,kuv,100 mfalcon d75 k4,7.35,4.25
2029,bmw 3 series 2005-2011 325i sedan,Coimbatore,2010,77849,Petrol,Automatic,Second,10.9,2497.0,215.0,5,11.27,bmw,3,series 2005-2011 325i sedan,52.113125,4.25
2030,maruti alto 800 lxi,Jaipur,2013,86000,Petrol,Manual,First,22.74,796.0,47.3,5,2.41,maruti,alto,800 lxi,4.53,4.25
2031,audi q3 35 tdi quattro premium,Pune,2015,110000,Diesel,Automatic,First,15.73,1968.0,174.33,5,19.0,audi,q3,35 tdi quattro premium,46.42,₹ 44.89 - 50.39 lakh
2032,toyota etios gd,Hyderabad,2015,116000,Diesel,Manual,Second,23.59,1364.0,67.05,5,5.8,toyota,etios,gd,7.432,₹6.51 - 9.02 lakh
2033,mahindra xuv500 w8 2wd,Coimbatore,2016,41840,Diesel,Manual,First,15.1,2179.0,140.0,7,13.52,mahindra,xuv500,w8 2wd,18.865,₹12.37 - 20.11 lakh
2034,toyota fortuner 4x2 mt trd sportivo,Hyderabad,2015,19317,Diesel,Manual,First,13.0,2982.0,168.7,7,24.5,toyota,fortuner,4x2 mt trd sportivo,36.548,₹ 32.58 - 50.34 lakh
2035,tata indigo cs emax cng glx,Pune,2014,41000,CNG,Manual,First,24.6,1193.0,55.23,5,3.25,tata,indigo,cs emax cng glx,10.75306548,₹3.88 - 5.99 lakh
2036,mercedes-benz gle 250d,Kochi,2017,25601,Diesel,Automatic,First,17.9,2143.0,201.15,5,56.73,mercedes-benz,gle,250d,78.76,₹ 87.91 lakh - 1.05 crore
2037,hyundai creta 1.6 crdi sx,Jaipur,2015,83950,Diesel,Manual,First,19.67,1582.0,126.2,5,9.95,hyundai,creta,1.6 crdi sx,15.19333333,₹ 10.84 - 19.13 lakh
2038,honda city 1.5 v at,Pune,2012,60000,Petrol,Automatic,First,16.8,1497.0,118.0,5,5.5,honda,city,1.5 v at,14.63571429,₹ 11.52 - 16.00 lakh
2039,audi a4 35 tdi premium,Hyderabad,2015,50000,Diesel,Automatic,First,17.11,1968.0,174.33,5,25.0,audi,a4,35 tdi premium,51.385,₹ 43.81 - 51.85 lakh
2040,maruti zen vxi,Kolkata,2009,37000,Petrol,Manual,First,17.3,993.0,60.0,5,1.0,maruti,zen,vxi,7.55626867,4.5
2041,maruti alto lxi,Hyderabad,2011,76976,Petrol,Manual,Second,19.7,796.0,46.3,5,2.15,maruti,alto,lxi,4.53,4.5
2042,maruti baleno delta automatic,Kochi,2018,21684,Petrol,Automatic,First,21.4,1197.0,83.1,5,7.89,maruti,baleno,delta automatic,8.886666667,4.5
2043,mahindra xuv500 w10 2wd,Delhi,2015,62000,Diesel,Manual,First,16.0,2179.0,140.0,7,10.25,mahindra,xuv500,w10 2wd,18.865,₹12.37 - 20.11 lakh
2044,ford freestyle titanium petrol,Mumbai,2007,1261,Petrol,Manual,First,19.0,1194.0,94.68,5,6.0,ford,freestyle,titanium petrol,8.12,₹5.91 - 9.03 lakh
2045,hyundai elite i20 asta option,Coimbatore,2017,59450,Petrol,Manual,First,18.6,1197.0,81.86,5,7.53,hyundai,elite,i20 asta option,9.78,2.4
2046,mercedes-benz new c-class c 220d avantgarde edition c,Coimbatore,2018,24465,Diesel,Automatic,First,19.27,2143.0,167.62,5,39.45,mercedes-benz,new,c-class c 220d avantgarde edition c,49.49,2.4
2047,honda city i vtec sv,Delhi,2014,55000,Petrol,Manual,First,17.8,1497.0,117.3,5,5.84,honda,city,i vtec sv,14.63571429,₹ 11.52 - 16.00 lakh
2048,ford ecosport 1.5 ti vct mt titanium be,Mumbai,2017,2000,Petrol,Manual,First,18.88,1499.0,110.4,5,8.65,ford,ecosport,1.5 ti vct mt titanium be,12.10909091,₹7.91 - 11.70 lakh
2049,maruti baleno alpha 1.2,Kochi,2017,25040,Petrol,Manual,First,21.4,1197.0,83.1,5,7.74,maruti,baleno,alpha 1.2,8.886666667,2.9
2050,hyundai i10 sportz,Bangalore,2008,84000,Petrol,Manual,First,20.36,1197.0,78.9,5,2.5,hyundai,i10,sportz,11.28145047,₹3.82 - 6.31 lakh
2051,toyota innova 2.5 g (diesel) 8 seater bs iv,Pune,2007,170428,Diesel,Manual,Second,12.8,2494.0,102.0,8,5.7,toyota,innova,2.5 g (diesel) 8 seater bs iv,23.61366667,₹13.22 - 16.81 lakh
2052,maruti baleno delta,Mumbai,2016,12573,Petrol,Manual,First,21.4,1197.0,83.1,5,5.8,maruti,baleno,delta,7.36,27.0
