Name,Brand,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Hyundai i10 Era 1.1,Hyundai,Delhi,2011,54000,Petrol,Manual,First,19.81,1086,68.05,5,,2.2
Maruti Celerio VXI AT,Maruti,Bangalore,2014,49800,Petrol,Automatic,First,23.1,998,67.04,5,,4
Skoda Fabia 1.2 TDI Ambition,Skoda,Kolkata,2012,98000,Diesel,Manual,First,20.86,1199,73.9,5,,2.51
Maruti Swift VDI BSIV,Maruti,Delhi,2015,60095,Diesel,Manual,First,25.2,1248,74,5,,4.75
Hyundai i10 Magna(O) with Sun Roof,Hyundai,Pune,2008,68000,Petrol,Manual,Second,16,1086,66.7,5,,2
Hyundai i10 Magna 1.2,Hyundai,Jaipur,2010,81402,Petrol,Manual,Second,20.36,1197,78.9,5,,2.1
Ford Ecosport 1.5 Ti VCT AT Titanium,Ford,Mumbai,2013,38000,Petrol,Automatic,First,16.5,1499,110,5,,6.25
Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,Mercedes,Kochi,2011,92239,Diesel,Automatic,Second,11.5,2987,210,5,,10.6
Maruti Swift VDI BSIV,Maruti,Ahmedabad,2017,49224,Diesel,Manual,First,25.2,1248,74,5,,6
Maruti 800 Std BSIII,Maruti,Jaipur,2004,12000,Petrol,Manual,Second,16.1,796,37,4,,0.45
Maruti Swift Lxi BSIII,Maruti,Pune,2010,54898,Petrol,Manual,Third,16.1,1298,88.2,5,,2.5
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Hyundai,Mumbai,2018,2500,Petrol,Manual,First,15.29,1591,121.3,5,,12.75
BMW X1 M Sport sDrive 20d,BMW,Kochi,2017,32838,Diesel,Automatic,First,17.05,1995,190,5,50.97,30.29
Ford Ikon 1.3 Flair,Ford,Hyderabad,2006,27076,Petrol,Manual,First,13.8,1299,70,5,,1.6
Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,Kochi,2017,75445,Diesel,Manual,First,22.7,1498,89.84,5,,7.54
Maruti Ciaz VXi Plus,Maruti,Kochi,2015,46601,Petrol,Manual,First,20.73,1373,91.1,5,,6.84
Volkswagen Passat Diesel Highline 2.0 TDI,Volkswagen,Kolkata,2012,72000,Diesel,Automatic,First,18.33,1968,167.7,5,,6
Honda Jazz 1.5 VX i DTEC,Honda,Pune,2017,27000,Diesel,Manual,First,27.3,1498,98.6,5,,8
Audi A4 35 TDI Premium,Audi,Coimbatore,2016,68193,Diesel,Automatic,First,17.11,1968,174.33,5,,24.74
Hyundai Grand i10 CRDi Sportz Celebration Edition,Hyundai,Kochi,2017,34429,Diesel,Manual,First,24,1120,70,5,,5.5
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Mercedes,Delhi,2013,46000,Diesel,Automatic,First,12,2987,224,7,,36
Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,Coimbatore,2013,80544,Diesel,Manual,First,12.99,2494,100.6,7,,11.79
Nissan Sunny 2011-2014 XL,Nissan,Jaipur,2011,42000,Petrol,Manual,Second,16.95,1498,97.7,5,,3
Skoda Laura Ambiente 2.0 TDI CR AT,Skoda,Bangalore,2011,94821,Diesel,Automatic,Second,20,1968,138.1,5,,6.75
Chevrolet Aveo 1.4 LS,Chevrolet,Jaipur,2006,100000,Petrol,Manual,First,14.49,1399,92.7,5,,1.4
Honda Mobilio V i DTEC,Honda,Mumbai,2014,57000,Diesel,Manual,First,24.2,1498,98.6,7,,5.75
Maruti Ritz VDi,Maruti,Hyderabad,2010,79894,Diesel,Manual,First,21.1,1248,73.9,5,,3.4
Volkswagen Polo Petrol Highline 1.2L,Volkswagen,Coimbatore,2011,44748,Petrol,Manual,Second,16.47,1198,73.9,5,,4.89
Nissan Terrano XL,Nissan,Mumbai,2013,31000,Petrol,Manual,First,13.24,1598,102.5,5,,4.95
Maruti A-Star AT Vxi Aktiv,Maruti,Coimbatore,2013,60587,Petrol,Automatic,Second,16.98,998,66.1,5,,3.49
Toyota Etios Liva GD,Toyota,Pune,2011,32000,Diesel,Manual,First,23.59,1364,null,5,,3.85
Honda City 1.5 S MT,Honda,Pune,2014,43772,Petrol,Manual,First,17,1497,118,5,,6.35
Hyundai Grand i10 AT Asta,Hyundai,Coimbatore,2017,23576,Petrol,Automatic,First,18.9,1197,82,5,,7.08
Jaguar XE 2.0L Diesel Prestige,Jaguar,Hyderabad,2017,4000,Diesel,Automatic,First,13.6,1999,177,5,53.41,38
Mahindra Scorpio VLX,Mahindra,Kolkata,2012,62000,Diesel,Manual,First,12.05,2179,120,8,,6.25
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Mercedes,Mumbai,2011,36000,Petrol,Automatic,First,11.74,1796,186,5,,10.15
Skoda Superb Elegance 1.8 TSI AT,Skoda,Delhi,2014,80000,Petrol,Automatic,First,13.7,1798,157.75,5,,10.75
Chevrolet Cruze LTZ AT,Chevrolet,Pune,2012,137008,Diesel,Automatic,First,18.1,1991,147.9,4,,4.65
Mahindra Scorpio VLX,Mahindra,Delhi,2010,61001,Diesel,Manual,First,12.05,2179,120,8,,4.75
Hyundai Verna 1.6 SX VTVT (O),Hyundai,Coimbatore,2015,52191,Petrol,Manual,First,17.1,1591,121.3,5,,7.78
Hyundai i20 1.4 Asta CRDi with AVN,Hyundai,Hyderabad,2016,77076,Diesel,Manual,First,23,1396,90,5,,6.75
Honda City ZX CVT,Honda,Hyderabad,2008,56000,Petrol,Automatic,First,16.4,1497,78,5,,2.99
Hyundai i10 Magna,Hyundai,Kolkata,2013,21000,Petrol,Manual,First,20.36,1197,78.9,5,,2.35
Honda Amaze S i-Dtech,Honda,Delhi,2013,89429,Diesel,Manual,First,25.8,1498,98.6,5,,3.65
Maruti Wagon R LXI,Maruti,Delhi,2012,45631,Petrol,Manual,Second,22.5,998,67.04,5,4.59,2.74
Honda Brio S MT,Honda,Jaipur,2013,53959,Petrol,Manual,First,19.4,1198,86.8,5,,3.5
Hyundai i20 1.2 Sportz Option,Hyundai,Kochi,2014,55804,Petrol,Manual,First,17,1197,80,5,,4.76
Volkswagen Vento 2013-2015 1.6 Comfortline,Volkswagen,Kochi,2016,25899,Petrol,Manual,First,15.04,1598,103.2,5,,6.2
Skoda Octavia Rider 1.9 TDI MT,Skoda,Pune,2008,82000,Diesel,Manual,Second,18.7,1896,66,5,,2.35
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Mercedes,Mumbai,2014,52000,Diesel,Automatic,First,13,2143,204,5,,24.5
Renault Duster Petrol RxL,Renault,Pune,2013,20000,Petrol,Manual,First,13.24,1598,102.57,5,,6
Hyundai EON Sportz,Hyundai,Hyderabad,2017,31829,Petrol,Manual,First,21.1,814,55.2,5,,3.65
Maruti Swift VXI,Maruti,Coimbatore,2016,18094,Petrol,Manual,Second,18.6,1197,85.8,5,,6.26
Nissan Micra Diesel,Nissan,Jaipur,2011,80000,Diesel,Manual,Second,19.5,1461,null,5,,2.1
Audi Q5 3.0 TDI Quattro Technology,Audi,Mumbai,2015,11964,Diesel,Automatic,First,13.22,2967,241.4,5,,32.95
Hyundai i20 1.2 Spotz,Hyundai,Coimbatore,2018,22684,Petrol,Manual,First,18.6,1197,81.83,5,,7.8
Honda Brio S MT,Honda,Bangalore,2014,43521,Petrol,Manual,First,19.4,1198,86.8,5,,4.25
Maruti Swift Dzire ZXi,Maruti,Kochi,2014,49386,Petrol,Manual,First,17.5,1298,85.8,5,,4.86
Hyundai Grand i10 1.2 Kappa Magna,Hyundai,Delhi,2017,12248,Petrol,Manual,First,18.9,1197,81.86,5,6.54,4.9
Mahindra Xylo E8 ABS BS IV,Mahindra,Coimbatore,2014,67771,Diesel,Manual,First,11.68,2498,112,8,,7.06
Volkswagen Polo GTI,Volkswagen,Delhi,2015,60007,Petrol,Automatic,First,17.21,1798,189,4,,4.5
Maruti Alto K10 VXI,Maruti,Coimbatore,2011,48624,Petrol,Manual,First,24.07,998,67.1,5,4.7,3.22
Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Kolkata,2014,30000,Diesel,Manual,First,22.07,1199,73.9,5,,3.25
Hyundai Grand i10 Sportz,Hyundai,Delhi,2016,81605,Petrol,Manual,First,18.9,1197,82,5,,4.53
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mercedes,Coimbatore,2017,32642,Diesel,Automatic,First,14.84,2143,170,5,,34.78
Hyundai Verna 1.6 SX VTVT AT,Hyundai,Pune,2014,34200,Petrol,Automatic,First,15.74,1591,121.3,5,,6.5
Fiat Punto EVO 1.2 Emotion,Fiat,Chennai,2010,72204,Petrol,Manual,First,15.7,1172,67,5,,2.25
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Toyota,Pune,2011,156347,Diesel,Manual,Second,12.99,2494,100,8,,8
Mahindra TUV 300 2015-2019 mHAWK100 T8 AMT,Mahindra,Kochi,2017,47357,Diesel,Automatic,First,18.49,1493,100,7,,8.37
Volkswagen Polo 1.5 TDI Comfortline,Volkswagen,Coimbatore,2015,61738,Diesel,Manual,First,20.14,1498,88.8,5,,5.39
BMW 5 Series 520d Luxury Line,BMW,Kochi,2018,32586,Diesel,Automatic,First,22.48,1995,190,5,67.87,37.3
Mercedes-Benz GLE 350d,Mercedes,Coimbatore,2018,40129,Diesel,Automatic,First,11.57,2987,254.79,5,95.13,70.8
Mercedes-Benz M-Class ML 350 CDI,Mercedes,Mumbai,2012,51000,Diesel,Automatic,First,11.74,2987,254.8,5,,22.25
Hyundai Grand i10 1.2 Kappa Sportz,Hyundai,Kochi,2018,10393,Petrol,Manual,First,18.9,1197,81.86,5,6.62,6.03
Skoda Superb Elegance 1.8 TSI AT,Skoda,Mumbai,2011,46000,Petrol,Automatic,First,13.7,1798,157.75,5,,4.9
Hyundai i10 Sportz AT,Hyundai,Chennai,2013,21000,Petrol,Automatic,First,16.95,1197,78.9,5,,3.96
Hyundai i20 1.4 CRDi Asta,Hyundai,Hyderabad,2011,113562,Diesel,Manual,First,23,1396,90,5,,4.6
Mahindra Scorpio VLX,Mahindra,Mumbai,2011,100010,Diesel,Manual,Second,12.05,2179,120,8,,5.5
Honda Brio V MT,Honda,Mumbai,2013,63107,Petrol,Manual,First,19.4,1198,86.8,5,,3.25
Hyundai i20 1.2 Magna Executive,Hyundai,Jaipur,2017,58500,Petrol,Manual,First,18.6,1197,81.83,5,,6.25
Ford Endeavour 4x2 XLT Limited Edition,Ford,Pune,2007,90000,Diesel,Manual,Fourth & Above,10.9,2499,143,7,,3
Hyundai Verna CRDi SX,Hyundai,Chennai,2011,108242,Diesel,Manual,First,16.8,1493,110,5,,4.25
Toyota Fortuner 3.0 Diesel,Toyota,Pune,2011,146300,Diesel,Manual,First,11.5,2982,171,7,,12.25
BMW X1 sDrive20d,BMW,Pune,2011,62943,Diesel,Automatic,Second,17.05,1995,184,5,,10.95
Toyota Fortuner 4x2 AT,Toyota,Delhi,2013,65000,Diesel,Automatic,First,12.55,2982,168.5,7,,16.5
Honda Amaze V CVT Petrol,Honda,Pune,2018,1700,Petrol,Automatic,First,19,1199,88.76,5,9.44,7.8
Hyundai i10 Era 1.1,Hyundai,Kochi,2013,34697,Petrol,Manual,First,19.81,1086,68.05,5,,3.7
Hyundai i20 1.2 Sportz,Hyundai,Hyderabad,2012,58000,Petrol,Manual,First,17,1197,80,5,,4
BMW 3 Series 320d GT Luxury Line,BMW,Mumbai,2015,32500,Diesel,Automatic,First,19.59,1995,187.74,5,,26.75
Audi Q3 35 TDI Quattro Premium Plus,Audi,Coimbatore,2016,58661,Diesel,Automatic,First,15.17,1968,181,5,48.64,28.03
Maruti Swift VXI Optional,Maruti,Kochi,2017,37124,Petrol,Manual,First,20.4,1197,81.8,5,,5.44
Maruti Baleno Delta Automatic,Maruti,Delhi,2017,44000,Petrol,Automatic,First,21.4,1197,83.1,5,,6.2
Hyundai Accent GLE,Hyundai,Kolkata,2005,45200,Petrol,Manual,First,13.2,1495,94,5,,0.9
Maruti Ritz LXi,Maruti,Mumbai,2016,11000,Petrol,Manual,First,18.5,1197,85.8,5,,3.95
Tata Nano Lx,Tata,Pune,2011,65000,Petrol,Manual,Second,26,624,35,4,,0.44
Ford Figo Diesel EXI,Ford,Ahmedabad,2012,55005,Diesel,Manual,First,20,1399,68,5,,2.75
Volkswagen Passat Diesel Highline 2.0 TDI,Volkswagen,Hyderabad,2011,81650,Diesel,Automatic,First,18.33,1968,167.7,5,,7.5
Fiat Linea Emotion Pack (Diesel),Fiat,Chennai,2010,160000,Diesel,Manual,Second,19,1248,93,5,,2.5
Mahindra Xylo D4,Mahindra,Hyderabad,2015,169000,Diesel,Manual,First,14.95,2489,93.7,7,11.69,5
Maruti Wagon R VXI,Maruti,Hyderabad,2013,67263,Petrol,Manual,First,18.9,998,67.1,5,,3.6
Toyota Etios G Safety,Toyota,Kochi,2012,44223,Petrol,Manual,First,17.6,1496,88.7,5,,3.99
Hyundai Grand i10 Sportz,Hyundai,Coimbatore,2015,36840,Petrol,Manual,First,18.9,1197,82,5,,5.64
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Toyota,Pune,2014,160000,Diesel,Manual,First,12.99,2494,100,8,,12
Tata Indica V2 DLS TC,Tata,Kolkata,2008,133000,Diesel,Manual,First,16.8,1405,62,5,,0.7
BMW 3 Series 320d Sport Line,BMW,Mumbai,2015,69123,Diesel,Automatic,First,18.88,1995,184,5,,19
Ford Endeavour 3.2 Titanium AT 4X4,Ford,Delhi,2017,38000,Diesel,Automatic,First,10.91,3198,197,7,,30.48
Maruti Ciaz Zeta,Maruti,Mumbai,2017,5500,Petrol,Manual,First,21.56,1462,103.25,5,11.11,8.2
Ford Figo 1.5D Titanium Plus MT,Ford,Kolkata,2015,1001,Diesel,Manual,First,25.83,1498,99,5,,7.55
Chevrolet Aveo U-VA 1.2 LS,Chevrolet,Pune,2007,59000,Petrol,Manual,Third,15.26,1150,74.9,5,,0.99
Honda City 1.5 V AT,Honda,Delhi,2011,78256,Petrol,Automatic,First,16.8,1497,118,5,,4.15
Nissan Sunny XL,Nissan,Chennai,2016,90000,Petrol,Manual,First,16.95,1498,97.6,5,,6.2
Maruti Swift Dzire VXI,Maruti,Kolkata,2016,18000,Petrol,Manual,First,19.1,1197,85.8,5,,4.4
Ford Figo Diesel Titanium,Ford,Kolkata,2012,60000,Diesel,Manual,First,20,1399,68,5,,2.1
Fiat Grande Punto 1.3 Emotion (Diesel),Fiat,Jaipur,2011,130000,Diesel,Manual,First,20.3,1248,75,5,,2.2
Hyundai Elite i20 Petrol Asta,Hyundai,Coimbatore,2018,32851,Petrol,Manual,First,18.6,1197,81.86,5,,8.34
Maruti Swift Dzire VDI,Maruti,Kolkata,2014,32000,Diesel,Manual,First,23.4,1248,74,5,,4.35
Ford Ecosport 1.5 DV5 MT Titanium,Ford,Hyderabad,2014,62700,Diesel,Manual,First,22.7,1498,89.84,5,,6.8
Maruti Swift Dzire VDi,Maruti,Jaipur,2010,71000,Diesel,Manual,First,19.3,1248,73.9,5,,3.3
Hyundai Grand i10 Sportz,Hyundai,Kochi,2016,19947,Petrol,Manual,First,18.9,1197,82,5,,5.04
Ford Endeavour 3.0L 4X4 AT,Ford,Hyderabad,2012,91000,Diesel,Automatic,First,11.4,2953,153.86,7,,9.2
Volkswagen Polo Diesel Highline 1.2L,Volkswagen,Hyderabad,2014,74000,Diesel,Manual,First,22.07,1199,73.9,5,,5.7
Mahindra TUV 300 2015-2019 mHAWK100 T8,Mahindra,Kochi,2018,55594,Diesel,Manual,First,18.49,1493,100,7,,8.48
BMW X6 xDrive 40d,BMW,Hyderabad,2013,58000,Diesel,Automatic,First,11.2,2993,306,4,,48
Renault Duster 110PS Diesel RxZ,Renault,Hyderabad,2012,110224,Diesel,Manual,First,19.01,1461,108.45,5,,6.1
Maruti Wagon R LXI,Maruti,Ahmedabad,2010,21002,Petrol,Manual,First,22.5,998,67.04,5,4.74,2.75
Maruti Ertiga SHVS VDI,Maruti,Pune,2017,121000,Diesel,Manual,First,24.52,1248,88.5,7,,8
Maruti Alto LXi BSIII,Maruti,Jaipur,2010,73513,Petrol,Manual,First,19.7,796,46.3,5,,1.85
Maruti Wagon R AMT VXI Option,Maruti,Jaipur,2015,34000,Petrol,Automatic,First,20.51,998,67,5,,3.85
Maruti Eeco 7 Seater Standard,Maruti,Coimbatore,2017,28371,Petrol,Manual,First,15.1,1196,73,7,4.98,4.74
Renault Duster 110PS Diesel RxL,Renault,Kochi,2013,74755,Diesel,Manual,First,19.6,1461,108.45,5,,5.63
Maruti Zen Estilo 1.1 LX BSIII,Maruti,Kochi,2011,25805,Petrol,Manual,First,18.2,1061,64,5,,2.62
Renault Duster Petrol RxL,Renault,Kochi,2015,82603,Petrol,Manual,First,13.06,1598,102.53,5,,4.9
Honda Civic 2006-2010 1.8 S MT,Honda,Chennai,2006,110000,Petrol,Manual,First,13.5,1799,130,5,,2.65
Mahindra XUV500 W8 2WD,Mahindra,Delhi,2012,88000,Diesel,Manual,First,16,2179,140,7,,5.99
Mahindra Verito 1.5 D6 BSIV,Mahindra,Chennai,2011,110000,Diesel,Manual,Second,21,1461,64.1,5,,2.4
Renault KWID Climber 1.0 MT,Renault,Delhi,2017,15000,Petrol,Manual,First,21.7,999,67,5,4.98,4.25
Porsche Cayenne Diesel,Porsche,Mumbai,2013,70000,Diesel,Automatic,First,15.15,2967,240,5,,40
Maruti Swift DDiS VDI,Maruti,Pune,2008,150000,Diesel,Manual,Second,28.4,1248,74,5,,2.7
Datsun GO T Option,Datsun,Hyderabad,2016,19000,Petrol,Manual,First,20.63,1198,67,5,,2.99
Hyundai i20 1.2 Magna,Hyundai,Chennai,2011,37442,Petrol,Manual,First,18.5,1197,80,5,,3.4
BMW 5 Series 2013-2017 520d Luxury Line,BMW,Coimbatore,2016,63111,Diesel,Automatic,Second,18.12,1995,190,5,,30.8
Maruti Ertiga ZDI,Maruti,Mumbai,2012,88000,Diesel,Manual,First,20.77,1248,88.8,7,,5.85
Hyundai Grand i10 Magna,Hyundai,Jaipur,2014,42355,Petrol,Manual,First,18.9,1197,82,5,,4
BMW 3 Series 330i,BMW,Coimbatore,2011,75871,Petrol,Automatic,First,9.43,2996,254,5,,14.12
Chevrolet Cruze LTZ,Chevrolet,Mumbai,2011,65000,Diesel,Manual,First,17.9,1998,163.7,5,,4.55
Mercedes-Benz M-Class ML 350 4Matic,Mercedes,Pune,2015,69000,Diesel,Automatic,First,0,2987,165,5,,38
Maruti Ritz LDi,Maruti,Jaipur,2011,79232,Diesel,Manual,First,21.1,1248,73.9,5,,2.9
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Mercedes,Pune,2007,220000,Petrol,Automatic,Second,11.74,1796,186,5,,6
Hyundai i20 1.2 Magna Executive,Hyundai,Kochi,2016,28470,Petrol,Manual,First,18.6,1197,81.83,5,,6.95
Hyundai EON 1.0 Kappa Magna Plus Optional,Hyundai,Kolkata,2014,9759,Petrol,Manual,First,20.3,998,68.05,5,,2.75
Maruti Swift VDI,Maruti,Pune,2014,75216,Diesel,Manual,First,22.9,1248,74,5,,5.1
Hyundai i20 Sportz 1.2,Hyundai,Chennai,2017,8000,Petrol,Manual,First,18.6,1197,81.83,5,,6.75
Maruti Ritz ZXi,Maruti,Mumbai,2014,59451,Petrol,Manual,First,18.5,1197,85.8,5,,3.69
Maruti Swift VDI,Maruti,Hyderabad,2013,53996,Diesel,Manual,First,22.9,1248,74,5,,5.45
Honda WRV i-VTEC VX,Honda,Kochi,2018,15135,Petrol,Manual,First,17.5,1199,88.7,5,10.57,9.29
Hyundai Xcent 1.2 Kappa AT S Option,Hyundai,Chennai,2015,53000,Petrol,Automatic,Second,16.9,1197,81.86,5,,4
Honda Amaze E i-Vtech,Honda,Kolkata,2013,40000,Petrol,Manual,First,18,1198,86.7,5,,2.9
Hyundai Verna 1.6 SX VTVT (O),Hyundai,Pune,2013,21107,Petrol,Manual,First,17.1,1591,121.3,5,,5.25
Honda City V MT,Honda,Mumbai,2014,56000,Petrol,Manual,First,16.8,1497,116.3,5,,5.75
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Hyundai,Coimbatore,2017,19623,Petrol,Manual,First,15.29,1591,121.3,5,,13.12
Mahindra XUV500 W8 2WD,Mahindra,Kochi,2014,70963,Diesel,Manual,First,15.1,2179,140,7,,7.83
Maruti Wagon R LXI CNG,Maruti,Mumbai,2013,25755,CNG,Manual,First,26.6,998,58.16,5,,3.15
Toyota Innova 2.5 V Diesel 7-seater,Toyota,Mumbai,2013,51450,Diesel,Manual,First,12.8,2494,102,7,,10.4
Maruti Swift VDI,Maruti,Pune,2012,75000,Diesel,Manual,First,22.9,1248,74,5,,4.35
Maruti Wagon R VXI AMT,Maruti,Coimbatore,2017,37832,Petrol,Automatic,First,22.5,998,67,5,6.33,5.23
Hyundai Grand i10 1.2 Kappa Asta,Hyundai,Coimbatore,2016,43041,Petrol,Manual,First,18.9,1197,81.86,5,8.1,6.01
Honda Amaze VX i-DTEC,Honda,Hyderabad,2014,97236,Diesel,Manual,First,25.8,1498,98.6,5,,4.4
BMW 3 Series 320d Highline,BMW,Chennai,2010,83000,Diesel,Automatic,First,16.07,1995,181,5,,12.75
Ford Figo Petrol Titanium,Ford,Delhi,2011,65000,Petrol,Manual,First,15.6,1196,70,5,,2.4
Volkswagen Ameo 1.2 MPI Trendline,Volkswagen,Kochi,2018,46007,Petrol,Manual,First,17,1198,73.75,5,,5.71
Ford Ecosport 1.5 DV5 MT Trend,Ford,Kochi,2015,65925,Diesel,Manual,Second,22.7,1498,89.84,5,,5.49
Honda City 1.3 EXI,Honda,Pune,2004,73500,Petrol,Manual,Second,13,1343,90,5,,1.3
Mahindra XUV500 W6 2WD,Mahindra,Kolkata,2014,55000,Diesel,Manual,First,16,2179,140,7,,8.5
Toyota Fortuner 4x2 Manual,Toyota,Delhi,2012,115000,Diesel,Manual,First,13,2982,168.5,7,,12.99
Hyundai Grand i10 1.2 Kappa Magna,Hyundai,Kolkata,2017,31184,Petrol,Manual,First,18.9,1197,81.86,5,6.4,5
Maruti Dzire AMT ZDI Plus,Maruti,Pune,2017,41747,Diesel,Automatic,First,28.4,1248,73.75,5,11.26,9
Maruti Swift VDI,Maruti,Kochi,2016,38143,Diesel,Manual,First,22.9,1248,74,5,,5.22
Volkswagen Polo Petrol Highline 1.2L,Volkswagen,Pune,2012,19030,Petrol,Manual,First,16.47,1198,73.9,5,,3.8
Toyota Etios Liva 1.2 VX Dual Tone,Toyota,Coimbatore,2019,20877,Petrol,Manual,First,18.16,1197,78.9,5,7.59,7.27
Maruti Swift VXI,Maruti,Mumbai,2016,23555,Petrol,Manual,First,22,1197,81.8,5,7,5.1
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Mercedes,Bangalore,2013,29000,Diesel,Automatic,First,14.21,2143,203,5,,29
Maruti Wagon R VXI,Maruti,Pune,2013,61000,Petrol,Manual,First,18.9,998,67.1,5,,2.9
Tata Nano Lx BSIV,Tata,Kochi,2012,4187,Petrol,Manual,First,26,624,35,4,,1.38
Skoda Laura 1.8 TSI Ambiente,Skoda,Bangalore,2011,46000,Petrol,Manual,First,13.4,1798,157.8,5,,5.5
Volkswagen Polo GT TSI,Volkswagen,Mumbai,2016,28000,Petrol,Automatic,First,17.21,1197,103.5,5,11.26,7.25
Hyundai Verna 1.6 SX,Hyundai,Coimbatore,2014,83558,Diesel,Manual,First,22.32,1582,126.32,5,,6.98
Tata Bolt Quadrajet XE,Tata,Hyderabad,2017,40000,Diesel,Manual,First,22.95,1248,74,5,7.43,5.25
Hyundai EON D Lite Plus,Hyundai,Kolkata,2013,36000,Petrol,Manual,First,21.1,814,55.2,5,,1.95
Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi,Bangalore,2014,21000,Diesel,Automatic,First,17.11,1968,174.33,5,,24.5
Toyota Innova 2.5 GX (Diesel) 7 Seater,Toyota,Kochi,2013,62162,Diesel,Manual,First,12.99,2494,100,7,,8.31
Mercedes-Benz M-Class ML 350 CDI,Mercedes,Hyderabad,2012,83000,Diesel,Automatic,First,11.74,2987,254.8,5,,36
Hyundai Xcent 1.1 CRDi S,Hyundai,Pune,2015,58000,Diesel,Manual,First,24.4,1120,71,5,,5.5
Honda Accord 2.4 AT,Honda,Kochi,2011,62332,Petrol,Automatic,First,11.7,2354,177.6,5,,5.89
Volkswagen Vento 1.5 TDI Highline,Volkswagen,Kochi,2016,50867,Diesel,Manual,First,20.34,1498,103.2,5,,7.95
Hyundai i20 Sportz Petrol,Hyundai,Mumbai,2010,73000,Petrol,Manual,First,17,1197,80,5,,2.75
Hyundai Elantra CRDi SX,Hyundai,Jaipur,2012,98008,Diesel,Manual,First,22.7,1582,126.24,5,,6.25
Ford Figo Diesel Titanium,Ford,Hyderabad,2015,36000,Diesel,Manual,First,20,1399,68.05,5,,4.95
Hyundai i20 1.2 Magna Executive,Hyundai,Kochi,2019,27339,Petrol,Manual,First,18.6,1197,81.83,5,,6.27
Hyundai Verna 1.6 CRDi SX,Hyundai,Kolkata,2017,25000,Diesel,Manual,First,23.9,1582,126.2,5,,8.65
Hyundai Grand i10 Asta,Hyundai,Kolkata,2014,37000,Petrol,Manual,First,18.9,1197,82,5,,3.5
Audi Q5 2.0 TDI,Audi,Hyderabad,2015,56000,Diesel,Automatic,First,14.16,1968,174.3,5,,35
Maruti Swift Dzire ZXi,Maruti,Kolkata,2015,27000,Petrol,Manual,First,17.5,1298,85.8,5,,4.45
Hyundai i20 Magna,Hyundai,Kolkata,2012,37000,Petrol,Manual,First,18.5,1197,80,5,,2.65
Mahindra KUV 100 mFALCON D75 K4 Plus 5str,Mahindra,Kolkata,2017,10500,Diesel,Manual,First,25.32,1198,77,5,,4.7
Hyundai Elantra 1.6 SX Option AT,Hyundai,Ahmedabad,2014,49000,Diesel,Automatic,First,18.23,1582,126.2,5,22.43,8.9
Jeep Compass 2.0 Limited Option Black,Jeep,Mumbai,2017,7000,Diesel,Manual,First,17.1,1956,170,5,24.02,17.45
Maruti Vitara Brezza VDi Option,Maruti,Coimbatore,2017,71256,Diesel,Manual,First,24.3,1248,88.5,5,,9.58
Toyota Corolla Altis 1.8 GL,Toyota,Kochi,2012,83184,Petrol,Manual,First,14.28,1798,138.03,5,21.69,6.22
Mahindra XUV500 W8 2WD,Mahindra,Kolkata,2013,87284,Diesel,Manual,First,15.1,2179,140,7,,7.8
BMW X1 xDrive 20d xLine,BMW,Mumbai,2016,7000,Diesel,Automatic,First,20.68,1995,190,5,,27.75
Hyundai i20 Magna 1.4 CRDi,Hyundai,Pune,2015,29000,Diesel,Manual,Second,22.54,1396,88.73,5,,7
Mercedes-Benz GLE 350d,Mercedes,Coimbatore,2017,33552,Diesel,Automatic,First,11.57,2987,254.79,5,95.13,64.87
Chevrolet Cruze LTZ,Chevrolet,Bangalore,2013,64000,Diesel,Manual,Second,17.3,1998,163.7,5,,6.5
Hyundai i20 1.2 Magna,Hyundai,Jaipur,2011,82000,Petrol,Manual,Second,18.5,1197,80,5,,2.7
Honda Brio S MT,Honda,Mumbai,2012,70000,Petrol,Manual,Second,19.4,1198,86.8,5,,2.5
Nissan Evalia 2013 XL,Nissan,Hyderabad,2013,166194,Diesel,Manual,First,19.3,1461,84.8,7,,3.9
Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,Delhi,2015,58000,Petrol,Manual,First,16.47,1198,73.9,5,,3.95
Hyundai i10 Sportz 1.2,Hyundai,Chennai,2010,77000,Petrol,Manual,Second,20.36,1197,78.9,5,,2.1
Chevrolet Cruze LTZ AT,Chevrolet,Pune,2009,73204,Diesel,Automatic,Third,18.1,1991,147.9,4,,3.5
