,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model,Variant,New_Price1
1652,jaguar xe 2.0l diesel prestige,Hyderabad,2017,4000,Diesel,Automatic,First,13.6,1999,177,5,38,jaguar,xe,2.0l diesel prestige,53.41
1653,mahindra scorpio vlx,Kolkata,2012,62000,Diesel,Manual,First,12.05,2179,120,8,6.25,mahindra,scorpio,vlx,15.5675283
1654,mercedes-benz new c-class c 200 kompressor elegance at,Mumbai,2011,36000,Petrol,Automatic,First,11.74,1796,186,5,10.15,mercedes-benz,new,c-class c 200 kompressor elegance at,49.49
1655,skoda superb elegance 1.8 tsi at,Delhi,2014,80000,Petrol,Automatic,First,13.7,1798,157.75,5,10.75,skoda,superb,elegance 1.8 tsi at,34.36333333
1657,mahindra scorpio vlx,Delhi,2010,61001,Diesel,Manual,First,12.05,2179,120,8,4.75,mahindra,scorpio,vlx,15.5675283
1658,hyundai verna 1.6 sx vtvt (o),Coimbatore,2015,52191,Petrol,Manual,First,17.1,1591,121.3,5,7.78,hyundai,verna,1.6 sx vtvt (o),14.254
1659,hyundai i20 1.4 asta crdi with avn,Hyderabad,2016,77076,Diesel,Manual,First,23,1396,90,5,6.75,hyundai,i20,1.4 asta crdi with avn,9.74
1660,honda city zx cvt,Hyderabad,2008,56000,Petrol,Automatic,First,16.4,1497,78,5,2.99,honda,city,zx cvt,14.63571429
1661,hyundai i10 magna,Kolkata,2013,21000,Petrol,Manual,First,20.36,1197,78.9,5,2.35,hyundai,i10,magna,11.28145047
1662,honda amaze s i-dtech,Delhi,2013,89429,Diesel,Manual,First,25.8,1498,98.6,5,3.65,honda,amaze,s i-dtech,8.662857143
1663,maruti wagon r lxi,Delhi,2012,45631,Petrol,Manual,Second,22.5,998,67.04,5,2.74,maruti,wagon,r lxi,4.59
1664,honda brio s mt,Jaipur,2013,53959,Petrol,Manual,First,19.4,1198,86.8,5,3.5,honda,brio,s mt,6.8825
1665,hyundai i20 1.2 sportz option,Kochi,2014,55804,Petrol,Manual,First,17,1197,80,5,4.76,hyundai,i20,1.2 sportz option,9.74
1666,volkswagen vento 2013-2015 1.6 comfortline,Kochi,2016,25899,Petrol,Manual,First,15.04,1598,103.2,5,6.2,volkswagen,vento,2013-2015 1.6 comfortline,13.81375
1667,skoda octavia rider 1.9 tdi mt,Pune,2008,82000,Diesel,Manual,Second,18.7,1896,66,5,2.35,skoda,octavia,rider 1.9 tdi mt,28.37
1668,mercedes-benz e-class 2015-2017 e250 cdi avantgarde,Mumbai,2014,52000,Diesel,Automatic,First,13,2143,204,5,24.5,mercedes-benz,e-class,2015-2017 e250 cdi avantgarde,82.61833333
1669,renault duster petrol rxl,Pune,2013,20000,Petrol,Manual,First,13.24,1598,102.57,5,6,renault,duster,petrol rxl,13.87
1670,hyundai eon sportz,Hyderabad,2017,31829,Petrol,Manual,First,21.1,814,55.2,5,3.65,hyundai,eon,sportz,11.28145047
1671,maruti swift vxi,Coimbatore,2016,18094,Petrol,Manual,Second,18.6,1197,85.8,5,6.26,maruti,swift,vxi,7.56375
1672,nissan micra diesel,Jaipur,2011,80000,Diesel,Manual,Second,19.5,1461,87.94862745,5,2.1,nissan,micra,diesel,8.59
1673,audi q5 3.0 tdi quattro technology,Mumbai,2015,11964,Diesel,Automatic,First,13.22,2967,241.4,5,32.95,audi,q5,3.0 tdi quattro technology,63.78077684
1674,hyundai i20 1.2 spotz,Coimbatore,2018,22684,Petrol,Manual,First,18.6,1197,81.83,5,7.8,hyundai,i20,1.2 spotz,9.74
1675,honda brio s mt,Bangalore,2014,43521,Petrol,Manual,First,19.4,1198,86.8,5,4.25,honda,brio,s mt,6.8825
1676,maruti swift dzire zxi,Kochi,2014,49386,Petrol,Manual,First,17.5,1298,85.8,5,4.86,maruti,swift,dzire zxi,7.56375
1677,hyundai grand i10 1.2 kappa magna,Delhi,2017,12248,Petrol,Manual,First,18.9,1197,81.86,5,4.9,hyundai,grand,i10 1.2 kappa magna,6.54
1678,mahindra xylo e8 abs bs iv,Coimbatore,2014,67771,Diesel,Manual,First,11.68,2498,112,8,7.06,mahindra,xylo,e8 abs bs iv,11.674
1679,volkswagen polo gti,Delhi,2015,60007,Petrol,Automatic,First,17.21,1798,189,4,4.5,volkswagen,polo,gti,9.71375
1680,maruti alto k10 vxi,Coimbatore,2011,48624,Petrol,Manual,First,24.07,998,67.1,5,3.22,maruti,alto,k10 vxi,4.7
1681,volkswagen polo diesel comfortline 1.2l,Kolkata,2014,30000,Diesel,Manual,First,22.07,1199,73.9,5,3.25,volkswagen,polo,diesel comfortline 1.2l,9.71375
1682,hyundai grand i10 sportz,Delhi,2016,81605,Petrol,Manual,First,18.9,1197,82,5,4.53,hyundai,grand,i10 sportz,7.2952
1683,mercedes-benz new c-class c 220 cdi elegance at,Coimbatore,2017,32642,Diesel,Automatic,First,14.84,2143,170,5,34.78,mercedes-benz,new,c-class c 220 cdi elegance at,49.49
1684,hyundai verna 1.6 sx vtvt at,Pune,2014,34200,Petrol,Automatic,First,15.74,1591,121.3,5,6.5,hyundai,verna,1.6 sx vtvt at,14.254
1685,fiat punto evo 1.2 emotion,Chennai,2010,72204,Petrol,Manual,First,15.7,1172,67,5,2.25,fiat,punto,evo 1.2 emotion,9.5
1686,toyota innova 2.5 vx (diesel) 8 seater bs iv,Pune,2011,156347,Diesel,Manual,Second,12.99,2494,100,8,8,toyota,innova,2.5 vx (diesel) 8 seater bs iv,23.61366667
1687,mahindra tuv 300 2015-2019 mhawk100 t8 amt,Kochi,2017,47357,Diesel,Automatic,First,18.49,1493,100,7,8.37,mahindra,tuv,300 2015-2019 mhawk100 t8 amt,15.5675283
1688,volkswagen polo 1.5 tdi comfortline,Coimbatore,2015,61738,Diesel,Manual,First,20.14,1498,88.8,5,5.39,volkswagen,polo,1.5 tdi comfortline,9.71375
1689,bmw 5 series 520d luxury line,Kochi,2018,32586,Diesel,Automatic,First,22.48,1995,190,5,37.3,bmw,5,series 520d luxury line,67.87
1690,mercedes-benz gle 350d,Coimbatore,2018,40129,Diesel,Automatic,First,11.57,2987,254.79,5,70.8,mercedes-benz,gle,350d,95.13
1691,mercedes-benz m-class ml 350 cdi,Mumbai,2012,51000,Diesel,Automatic,First,11.74,2987,254.8,5,22.25,mercedes-benz,m-class,ml 350 cdi,63.09554084
1692,hyundai grand i10 1.2 kappa sportz,Kochi,2018,10393,Petrol,Manual,First,18.9,1197,81.86,5,6.03,hyundai,grand,i10 1.2 kappa sportz,6.62
1693,skoda superb elegance 1.8 tsi at,Mumbai,2011,46000,Petrol,Automatic,First,13.7,1798,157.75,5,4.9,skoda,superb,elegance 1.8 tsi at,34.36333333
1694,hyundai i10 sportz at,Chennai,2013,21000,Petrol,Automatic,First,16.95,1197,78.9,5,3.96,hyundai,i10,sportz at,11.28145047
1695,hyundai i20 1.4 crdi asta,Hyderabad,2011,113562,Diesel,Manual,First,23,1396,90,5,4.6,hyundai,i20,1.4 crdi asta,9.74
1696,mahindra scorpio vlx,Mumbai,2011,100010,Diesel,Manual,Second,12.05,2179,120,8,5.5,mahindra,scorpio,vlx,15.5675283
1697,honda brio v mt,Mumbai,2013,63107,Petrol,Manual,First,19.4,1198,86.8,5,3.25,honda,brio,v mt,6.8825
1698,hyundai i20 1.2 magna executive,Jaipur,2017,58500,Petrol,Manual,First,18.6,1197,81.83,5,6.25,hyundai,i20,1.2 magna executive,9.74
1699,ford endeavour 4x2 xlt limited edition,Pune,2007,90000,Diesel,Manual,Fourth & Above,10.9,2499,143,7,3,ford,endeavour,4x2 xlt limited edition,35.29
1700,hyundai verna crdi sx,Chennai,2011,108242,Diesel,Manual,First,16.8,1493,110,5,4.25,hyundai,verna,crdi sx,14.254
1701,toyota fortuner 3.0 diesel,Pune,2011,146300,Diesel,Manual,First,11.5,2982,171,7,12.25,toyota,fortuner,3.0 diesel,36.548
1702,bmw x1 sdrive20d,Pune,2011,62943,Diesel,Automatic,Second,17.05,1995,184,5,10.95,bmw,x1,sdrive20d,49.296
1703,toyota fortuner 4x2 at,Delhi,2013,65000,Diesel,Automatic,First,12.55,2982,168.5,7,16.5,toyota,fortuner,4x2 at,36.548
1704,honda amaze v cvt petrol,Pune,2018,1700,Petrol,Automatic,First,19,1199,88.76,5,7.8,honda,amaze,v cvt petrol,9.44
1705,hyundai i10 era 1.1,Kochi,2013,34697,Petrol,Manual,First,19.81,1086,68.05,5,3.7,hyundai,i10,era 1.1,11.28145047
1706,hyundai i20 1.2 sportz,Hyderabad,2012,58000,Petrol,Manual,First,17,1197,80,5,4,hyundai,i20,1.2 sportz,9.74
1707,bmw 3 series 320d gt luxury line,Mumbai,2015,32500,Diesel,Automatic,First,19.59,1995,187.74,5,26.75,bmw,3,series 320d gt luxury line,52.113125
1708,audi q3 35 tdi quattro premium plus,Coimbatore,2016,58661,Diesel,Automatic,First,15.17,1968,181,5,28.03,audi,q3,35 tdi quattro premium plus,48.64
1709,maruti swift vxi optional,Kochi,2017,37124,Petrol,Manual,First,20.4,1197,81.8,5,5.44,maruti,swift,vxi optional,7.56375
1710,maruti baleno delta automatic,Delhi,2017,44000,Petrol,Automatic,First,21.4,1197,83.1,5,6.2,maruti,baleno,delta automatic,8.886666667
1711,hyundai accent gle,Kolkata,2005,45200,Petrol,Manual,First,13.2,1495,94,5,0.9,hyundai,accent,gle,11.28145047
1712,maruti ritz lxi,Mumbai,2016,11000,Petrol,Manual,First,18.5,1197,85.8,5,3.95,maruti,ritz,lxi,7.55626867
1713,tata nano lx,Pune,2011,65000,Petrol,Manual,Second,26,624,35,4,0.44,tata,nano,lx,10.75306548
1714,ford figo diesel exi,Ahmedabad,2012,55005,Diesel,Manual,First,20,1399,68,5,2.75,ford,figo,diesel exi,7.65
1715,volkswagen passat diesel highline 2.0 tdi,Hyderabad,2011,81650,Diesel,Automatic,First,18.33,1968,167.7,5,7.5,volkswagen,passat,diesel highline 2.0 tdi,11.44720833
1716,fiat linea emotion pack (diesel),Chennai,2010,160000,Diesel,Manual,Second,19,1248,93,5,2.5,fiat,linea,emotion pack (diesel),9.5
1717,mahindra xylo d4,Hyderabad,2015,169000,Diesel,Manual,First,14.95,2489,93.7,7,5,mahindra,xylo,d4,11.69
1718,maruti wagon r vxi,Hyderabad,2013,67263,Petrol,Manual,First,18.9,998,67.1,5,3.6,maruti,wagon,r vxi,5.39
1719,toyota etios g safety,Kochi,2012,44223,Petrol,Manual,First,17.6,1496,88.7,5,3.99,toyota,etios,g safety,7.432
1720,hyundai grand i10 sportz,Coimbatore,2015,36840,Petrol,Manual,First,18.9,1197,82,5,5.64,hyundai,grand,i10 sportz,7.2952
1721,toyota innova 2.5 vx (diesel) 8 seater bs iv,Pune,2014,160000,Diesel,Manual,First,12.99,2494,100,8,12,toyota,innova,2.5 vx (diesel) 8 seater bs iv,23.61366667
1722,tata indica v2 dls tc,Kolkata,2008,133000,Diesel,Manual,First,16.8,1405,62,5,0.7,tata,indica,v2 dls tc,10.75306548
1723,bmw 3 series 320d sport line,Mumbai,2015,69123,Diesel,Automatic,First,18.88,1995,184,5,19,bmw,3,series 320d sport line,52.113125
1724,ford endeavour 3.2 titanium at 4x4,Delhi,2017,38000,Diesel,Automatic,First,10.91,3198,197,7,30.48,ford,endeavour,3.2 titanium at 4x4,35.29
1725,maruti ciaz zeta,Mumbai,2017,5500,Petrol,Manual,First,21.56,1462,103.25,5,8.2,maruti,ciaz,zeta,11.11
1726,ford figo 1.5d titanium plus mt,Kolkata,2015,1001,Diesel,Manual,First,25.83,1498,99,5,7.55,ford,figo,1.5d titanium plus mt,7.65
1728,honda city 1.5 v at,Delhi,2011,78256,Petrol,Automatic,First,16.8,1497,118,5,4.15,honda,city,1.5 v at,14.63571429
1729,nissan sunny xl,Chennai,2016,90000,Petrol,Manual,First,16.95,1498,97.6,5,6.2,nissan,sunny,xl,11.33
1730,maruti swift dzire vxi,Kolkata,2016,18000,Petrol,Manual,First,19.1,1197,85.8,5,4.4,maruti,swift,dzire vxi,7.56375
1731,ford figo diesel titanium,Kolkata,2012,60000,Diesel,Manual,First,20,1399,68,5,2.1,ford,figo,diesel titanium,7.65
1732,fiat grande punto 1.3 emotion (diesel),Jaipur,2011,130000,Diesel,Manual,First,20.3,1248,75,5,2.2,fiat,grande,punto 1.3 emotion (diesel),9.5
1733,hyundai elite i20 petrol asta,Coimbatore,2018,32851,Petrol,Manual,First,18.6,1197,81.86,5,8.34,hyundai,elite,i20 petrol asta,9.78
1734,maruti swift dzire vdi,Kolkata,2014,32000,Diesel,Manual,First,23.4,1248,74,5,4.35,maruti,swift,dzire vdi,7.56375
1735,ford ecosport 1.5 dv5 mt titanium,Hyderabad,2014,62700,Diesel,Manual,First,22.7,1498,89.84,5,6.8,ford,ecosport,1.5 dv5 mt titanium,12.10909091
1736,maruti swift dzire vdi,Jaipur,2010,71000,Diesel,Manual,First,19.3,1248,73.9,5,3.3,maruti,swift,dzire vdi,7.56375
1737,hyundai grand i10 sportz,Kochi,2016,19947,Petrol,Manual,First,18.9,1197,82,5,5.04,hyundai,grand,i10 sportz,7.2952
1738,ford endeavour 3.0l 4x4 at,Hyderabad,2012,91000,Diesel,Automatic,First,11.4,2953,153.86,7,9.2,ford,endeavour,3.0l 4x4 at,35.29
1739,volkswagen polo diesel highline 1.2l,Hyderabad,2014,74000,Diesel,Manual,First,22.07,1199,73.9,5,5.7,volkswagen,polo,diesel highline 1.2l,9.71375
1740,mahindra tuv 300 2015-2019 mhawk100 t8,Kochi,2018,55594,Diesel,Manual,First,18.49,1493,100,7,8.48,mahindra,tuv,300 2015-2019 mhawk100 t8,15.5675283
1741,bmw x6 xdrive 40d,Hyderabad,2013,58000,Diesel,Automatic,First,11.2,2993,306,4,48,bmw,x6,xdrive 40d,63.44220807
1742,renault duster 110ps diesel rxz,Hyderabad,2012,110224,Diesel,Manual,First,19.01,1461,108.45,5,6.1,renault,duster,110ps diesel rxz,13.87
1743,maruti wagon r lxi,Ahmedabad,2010,21002,Petrol,Manual,First,22.5,998,67.04,5,2.75,maruti,wagon,r lxi,4.74
1744,maruti ertiga shvs vdi,Pune,2017,121000,Diesel,Manual,First,24.52,1248,88.5,7,8,maruti,ertiga,shvs vdi,11.61857143
1745,maruti alto lxi bsiii,Jaipur,2010,73513,Petrol,Manual,First,19.7,796,46.3,5,1.85,maruti,alto,lxi bsiii,4.53
1746,maruti wagon r amt vxi option,Jaipur,2015,34000,Petrol,Automatic,First,20.51,998,67,5,3.85,maruti,wagon,r amt vxi option,5.39
1747,maruti eeco 7 seater standard,Coimbatore,2017,28371,Petrol,Manual,First,15.1,1196,73,7,4.74,maruti,eeco,7 seater standard,4.98
1748,renault duster 110ps diesel rxl,Kochi,2013,74755,Diesel,Manual,First,19.6,1461,108.45,5,5.63,renault,duster,110ps diesel rxl,13.87
1749,maruti zen estilo 1.1 lx bsiii,Kochi,2011,25805,Petrol,Manual,First,18.2,1061,64,5,2.62,maruti,zen,estilo 1.1 lx bsiii,7.55626867
1750,renault duster petrol rxl,Kochi,2015,82603,Petrol,Manual,First,13.06,1598,102.53,5,4.9,renault,duster,petrol rxl,13.87
1751,honda civic 2006-2010 1.8 s mt,Chennai,2006,110000,Petrol,Manual,First,13.5,1799,130,5,2.65,honda,civic,2006-2010 1.8 s mt,11.79582001
1752,mahindra xuv500 w8 2wd,Delhi,2012,88000,Diesel,Manual,First,16,2179,140,7,5.99,mahindra,xuv500,w8 2wd,18.865
1753,mahindra verito 1.5 d6 bsiv,Chennai,2011,110000,Diesel,Manual,Second,21,1461,64.1,5,2.4,mahindra,verito,1.5 d6 bsiv,9.19
1754,renault kwid climber 1.0 mt,Delhi,2017,15000,Petrol,Manual,First,21.7,999,67,5,4.25,renault,kwid,climber 1.0 mt,4.98
1755,porsche cayenne diesel,Mumbai,2013,70000,Diesel,Automatic,First,15.15,2967,240,5,40,porsche,cayenne,diesel,136
1756,maruti swift ddis vdi,Pune,2008,150000,Diesel,Manual,Second,28.4,1248,74,5,2.7,maruti,swift,ddis vdi,7.56375
1757,datsun go t option,Hyderabad,2016,19000,Petrol,Manual,First,20.63,1198,67,5,2.99,datsun,go,t option,6.45
1758,hyundai i20 1.2 magna,Chennai,2011,37442,Petrol,Manual,First,18.5,1197,80,5,3.4,hyundai,i20,1.2 magna,9.74
1759,bmw 5 series 2013-2017 520d luxury line,Coimbatore,2016,63111,Diesel,Automatic,Second,18.12,1995,190,5,30.8,bmw,5,series 2013-2017 520d luxury line,67.24571429
1760,maruti ertiga zdi,Mumbai,2012,88000,Diesel,Manual,First,20.77,1248,88.8,7,5.85,maruti,ertiga,zdi,11.61857143
1761,hyundai grand i10 magna,Jaipur,2014,42355,Petrol,Manual,First,18.9,1197,82,5,4,hyundai,grand,i10 magna,7.2952
1762,bmw 3 series 330i,Coimbatore,2011,75871,Petrol,Automatic,First,9.43,2996,254,5,14.12,bmw,3,series 330i,52.113125
1764,mercedes-benz m-class ml 350 4matic,Pune,2015,69000,Diesel,Automatic,First,0,2987,165,5,38,mercedes-benz,m-class,ml 350 4matic,63.09554084
1765,maruti ritz ldi,Jaipur,2011,79232,Diesel,Manual,First,21.1,1248,73.9,5,2.9,maruti,ritz,ldi,7.55626867
1766,mercedes-benz new c-class c 200 kompressor elegance at,Pune,2007,220000,Petrol,Automatic,Second,11.74,1796,186,5,6,mercedes-benz,new,c-class c 200 kompressor elegance at,49.49
1767,hyundai i20 1.2 magna executive,Kochi,2016,28470,Petrol,Manual,First,18.6,1197,81.83,5,6.95,hyundai,i20,1.2 magna executive,9.74
1768,hyundai eon 1.0 kappa magna plus optional,Kolkata,2014,9759,Petrol,Manual,First,20.3,998,68.05,5,2.75,hyundai,eon,1.0 kappa magna plus optional,11.28145047
1769,maruti swift vdi,Pune,2014,75216,Diesel,Manual,First,22.9,1248,74,5,5.1,maruti,swift,vdi,7.56375
1770,hyundai i20 sportz 1.2,Chennai,2017,8000,Petrol,Manual,First,18.6,1197,81.83,5,6.75,hyundai,i20,sportz 1.2,9.74
1771,maruti ritz zxi,Mumbai,2014,59451,Petrol,Manual,First,18.5,1197,85.8,5,3.69,maruti,ritz,zxi,7.55626867
1772,maruti swift vdi,Hyderabad,2013,53996,Diesel,Manual,First,22.9,1248,74,5,5.45,maruti,swift,vdi,7.56375
1773,honda wrv i-vtec vx,Kochi,2018,15135,Petrol,Manual,First,17.5,1199,88.7,5,9.29,honda,wrv,i-vtec vx,10.57
1774,hyundai xcent 1.2 kappa at s option,Chennai,2015,53000,Petrol,Automatic,Second,16.9,1197,81.86,5,4,hyundai,xcent,1.2 kappa at s option,8.274
1775,honda amaze e i-vtech,Kolkata,2013,40000,Petrol,Manual,First,18,1198,86.7,5,2.9,honda,amaze,e i-vtech,8.662857143
1776,hyundai verna 1.6 sx vtvt (o),Pune,2013,21107,Petrol,Manual,First,17.1,1591,121.3,5,5.25,hyundai,verna,1.6 sx vtvt (o),14.254
1777,honda city v mt,Mumbai,2014,56000,Petrol,Manual,First,16.8,1497,116.3,5,5.75,honda,city,v mt,14.63571429
1778,hyundai creta 1.6 sx plus dual tone petrol,Coimbatore,2017,19623,Petrol,Manual,First,15.29,1591,121.3,5,13.12,hyundai,creta,1.6 sx plus dual tone petrol,15.19333333
1779,mahindra xuv500 w8 2wd,Kochi,2014,70963,Diesel,Manual,First,15.1,2179,140,7,7.83,mahindra,xuv500,w8 2wd,18.865
1780,maruti wagon r lxi cng,Mumbai,2013,25755,CNG,Manual,First,26.6,998,58.16,5,3.15,maruti,wagon,r lxi cng,5.39
1781,toyota innova 2.5 v diesel 7-seater,Mumbai,2013,51450,Diesel,Manual,First,12.8,2494,102,7,10.4,toyota,innova,2.5 v diesel 7-seater,23.61366667
1782,maruti swift vdi,Pune,2012,75000,Diesel,Manual,First,22.9,1248,74,5,4.35,maruti,swift,vdi,7.56375
1783,maruti wagon r vxi amt,Coimbatore,2017,37832,Petrol,Automatic,First,22.5,998,67,5,5.23,maruti,wagon,r vxi amt,6.33
1784,hyundai grand i10 1.2 kappa asta,Coimbatore,2016,43041,Petrol,Manual,First,18.9,1197,81.86,5,6.01,hyundai,grand,i10 1.2 kappa asta,8.1
1785,honda amaze vx i-dtec,Hyderabad,2014,97236,Diesel,Manual,First,25.8,1498,98.6,5,4.4,honda,amaze,vx i-dtec,8.662857143
1786,bmw 3 series 320d highline,Chennai,2010,83000,Diesel,Automatic,First,16.07,1995,181,5,12.75,bmw,3,series 320d highline,52.113125
1787,ford figo petrol titanium,Delhi,2011,65000,Petrol,Manual,First,15.6,1196,70,5,2.4,ford,figo,petrol titanium,7.65
1788,volkswagen ameo 1.2 mpi trendline,Kochi,2018,46007,Petrol,Manual,First,17,1198,73.75,5,5.71,volkswagen,ameo,1.2 mpi trendline,9.262
1789,ford ecosport 1.5 dv5 mt trend,Kochi,2015,65925,Diesel,Manual,Second,22.7,1498,89.84,5,5.49,ford,ecosport,1.5 dv5 mt trend,12.10909091
1790,honda city 1.3 exi,Pune,2004,73500,Petrol,Manual,Second,13,1343,90,5,1.3,honda,city,1.3 exi,14.63571429
1791,mahindra xuv500 w6 2wd,Kolkata,2014,55000,Diesel,Manual,First,16,2179,140,7,8.5,mahindra,xuv500,w6 2wd,18.865
1792,toyota fortuner 4x2 manual,Delhi,2012,115000,Diesel,Manual,First,13,2982,168.5,7,12.99,toyota,fortuner,4x2 manual,36.548
1793,hyundai grand i10 1.2 kappa magna,Kolkata,2017,31184,Petrol,Manual,First,18.9,1197,81.86,5,5,hyundai,grand,i10 1.2 kappa magna,6.4
1794,maruti dzire amt zdi plus,Pune,2017,41747,Diesel,Automatic,First,28.4,1248,73.75,5,9,maruti,dzire,amt zdi plus,11.26
1795,maruti swift vdi,Kochi,2016,38143,Diesel,Manual,First,22.9,1248,74,5,5.22,maruti,swift,vdi,7.56375
1796,volkswagen polo petrol highline 1.2l,Pune,2012,19030,Petrol,Manual,First,16.47,1198,73.9,5,3.8,volkswagen,polo,petrol highline 1.2l,9.71375
1797,toyota etios liva 1.2 vx dual tone,Coimbatore,2019,20877,Petrol,Manual,First,18.16,1197,78.9,5,7.27,toyota,etios,liva 1.2 vx dual tone,7.59
1798,maruti swift vxi,Mumbai,2016,23555,Petrol,Manual,First,22,1197,81.8,5,5.1,maruti,swift,vxi,7
1799,mercedes-benz e-class 2009-2013 e250 cdi elegance,Bangalore,2013,29000,Diesel,Automatic,First,14.21,2143,203,5,29,mercedes-benz,e-class,2009-2013 e250 cdi elegance,82.61833333
1800,maruti wagon r vxi,Pune,2013,61000,Petrol,Manual,First,18.9,998,67.1,5,2.9,maruti,wagon,r vxi,5.39
1801,tata nano lx bsiv,Kochi,2012,4187,Petrol,Manual,First,26,624,35,4,1.38,tata,nano,lx bsiv,10.75306548
1802,skoda laura 1.8 tsi ambiente,Bangalore,2011,46000,Petrol,Manual,First,13.4,1798,157.8,5,5.5,skoda,laura,1.8 tsi ambiente,25.2041791
1803,volkswagen polo gt tsi,Mumbai,2016,28000,Petrol,Automatic,First,17.21,1197,103.5,5,7.25,volkswagen,polo,gt tsi,11.26
1804,hyundai verna 1.6 sx,Coimbatore,2014,83558,Diesel,Manual,First,22.32,1582,126.32,5,6.98,hyundai,verna,1.6 sx,14.254
1805,tata bolt quadrajet xe,Hyderabad,2017,40000,Diesel,Manual,First,22.95,1248,74,5,5.25,tata,bolt,quadrajet xe,7.43
1806,hyundai eon d lite plus,Kolkata,2013,36000,Petrol,Manual,First,21.1,814,55.2,5,1.95,hyundai,eon,d lite plus,11.28145047
1807,audi a4 2.0 tdi 177 bhp premium plus,Bangalore,2014,21000,Diesel,Automatic,First,17.11,1968,174.33,5,24.5,audi,a4,2.0 tdi 177 bhp premium plus,51.385
1808,toyota innova 2.5 gx (diesel) 7 seater,Kochi,2013,62162,Diesel,Manual,First,12.99,2494,100,7,8.31,toyota,innova,2.5 gx (diesel) 7 seater,23.61366667
1809,mercedes-benz m-class ml 350 cdi,Hyderabad,2012,83000,Diesel,Automatic,First,11.74,2987,254.8,5,36,mercedes-benz,m-class,ml 350 cdi,63.09554084
1810,hyundai xcent 1.1 crdi s,Pune,2015,58000,Diesel,Manual,First,24.4,1120,71,5,5.5,hyundai,xcent,1.1 crdi s,8.274
1811,honda accord 2.4 at,Kochi,2011,62332,Petrol,Automatic,First,11.7,2354,177.6,5,5.89,honda,accord,2.4 at,11.79582001
1812,volkswagen vento 1.5 tdi highline,Kochi,2016,50867,Diesel,Manual,First,20.34,1498,103.2,5,7.95,volkswagen,vento,1.5 tdi highline,13.81375
1813,hyundai i20 sportz petrol,Mumbai,2010,73000,Petrol,Manual,First,17,1197,80,5,2.75,hyundai,i20,sportz petrol,9.74
1814,hyundai elantra crdi sx,Jaipur,2012,98008,Diesel,Manual,First,22.7,1582,126.24,5,6.25,hyundai,elantra,crdi sx,22.65
1815,ford figo diesel titanium,Hyderabad,2015,36000,Diesel,Manual,First,20,1399,68.05,5,4.95,ford,figo,diesel titanium,7.65
1816,hyundai i20 1.2 magna executive,Kochi,2019,27339,Petrol,Manual,First,18.6,1197,81.83,5,6.27,hyundai,i20,1.2 magna executive,9.74
1817,hyundai verna 1.6 crdi sx,Kolkata,2017,25000,Diesel,Manual,First,23.9,1582,126.2,5,8.65,hyundai,verna,1.6 crdi sx,14.254
1818,hyundai grand i10 asta,Kolkata,2014,37000,Petrol,Manual,First,18.9,1197,82,5,3.5,hyundai,grand,i10 asta,7.2952
1819,audi q5 2.0 tdi,Hyderabad,2015,56000,Diesel,Automatic,First,14.16,1968,174.3,5,35,audi,q5,2.0 tdi,63.78077684
1820,maruti swift dzire zxi,Kolkata,2015,27000,Petrol,Manual,First,17.5,1298,85.8,5,4.45,maruti,swift,dzire zxi,7.56375
1821,hyundai i20 magna,Kolkata,2012,37000,Petrol,Manual,First,18.5,1197,80,5,2.65,hyundai,i20,magna,9.74
1822,mahindra kuv 100 mfalcon d75 k4 plus 5str,Kolkata,2017,10500,Diesel,Manual,First,25.32,1198,77,5,4.7,mahindra,kuv,100 mfalcon d75 k4 plus 5str,7.35
1823,hyundai elantra 1.6 sx option at,Ahmedabad,2014,49000,Diesel,Automatic,First,18.23,1582,126.2,5,8.9,hyundai,elantra,1.6 sx option at,22.43
1824,jeep compass 2.0 limited option black,Mumbai,2017,7000,Diesel,Manual,First,17.1,1956,170,5,17.45,jeep,compass,2.0 limited option black,24.02
1825,maruti vitara brezza vdi option,Coimbatore,2017,71256,Diesel,Manual,First,24.3,1248,88.5,5,9.58,maruti,vitara,brezza vdi option,11.13190476
1826,toyota corolla altis 1.8 gl,Kochi,2012,83184,Petrol,Manual,First,14.28,1798,138.03,5,6.22,toyota,corolla,altis 1.8 gl,21.69
1827,mahindra xuv500 w8 2wd,Kolkata,2013,87284,Diesel,Manual,First,15.1,2179,140,7,7.8,mahindra,xuv500,w8 2wd,18.865
1828,bmw x1 xdrive 20d xline,Mumbai,2016,7000,Diesel,Automatic,First,20.68,1995,190,5,27.75,bmw,x1,xdrive 20d xline,49.296
1829,hyundai i20 magna 1.4 crdi,Pune,2015,29000,Diesel,Manual,Second,22.54,1396,88.73,5,7,hyundai,i20,magna 1.4 crdi,9.74
1830,mercedes-benz gle 350d,Coimbatore,2017,33552,Diesel,Automatic,First,11.57,2987,254.79,5,64.87,mercedes-benz,gle,350d,95.13
1832,hyundai i20 1.2 magna,Jaipur,2011,82000,Petrol,Manual,Second,18.5,1197,80,5,2.7,hyundai,i20,1.2 magna,9.74
1833,honda brio s mt,Mumbai,2012,70000,Petrol,Manual,Second,19.4,1198,86.8,5,2.5,honda,brio,s mt,6.8825
